name	date	location
HA|A/mute_swan/Croatia/101/2021|EPI1941530	2021-11-12	North-Central
HA|A/great_black-backed_gull/Sweden/SVA211221SZ0509/FB004872/2021|EPI1982835	2021-12-21	North-Eastern
HA|A/mute_swan/Croatia/146/2021|EPI1950865	2021-12-29	North-Central
HA|A/Anser_albifrons/Belgium/15465_0010/2021|EPI1965994	2021-11-21	North-Central
HA|A/waterfowl/Netherlands/21037914-006/2021|EPI1927502	2021-11-02	North-Central
HA|A/Gallus_gallus/Belgium/4190_0002/2022|EPI2013082	2022-03-28	North-Central
HA|A/Cygnus_olor/Romania/16381_21VIR10306/2021|EPI1950879	2021-11-11	North-Central
HA|A/gull/France/22P015977/2022|EPI2078354	2022-05-11	South-Western
HA|2022-wk26-01_HA_H5|EPI2082821	2022-06-06	North-Central
HA|2022-wk26-06_HA_H5|EPI2082861	2022-06-16	North-Central
HA|2022-wk26-04_HA_H5|EPI2082845	2022-06-13	North-Central
HA|2022-wk26-03_HA_H5|EPI2082837	2022-06-13	North-Central
HA|2022-wk26-02_HA_H5|EPI2082829	2022-06-08	North-Central
HA|A/mute_swan/Croatia/100/2021|EPI1927676	2021-11-12	North-Central
HA|A/Gallus_gallus/Belgium/17100_0001/2021|EPI1966001	2021-12-27	North-Central
HA|A/turkey/Italy/21VIR8585-1/2021|EPI1923192	2021-10-18	South-Western
HA|A/mute_swan/Romania/16790_21VIR11355/2021|EPI1950887	2021-11-26	North-Central
HA|A/chicken/Spain/587-1_22VIR2142-33/2022_HA|EPI1998330	2022-02-14	South-Western
HA|A/turkey/Spain/586-4_22VIR2142-32/2022_HA|EPI1998322	2022-02-14	South-Western
HA|A/chicken/Spain/564-11_22VIR2142-31/2022_HA|EPI1998314	2022-02-11	South-Western
HA|A/turkey/Spain/646-7_22VIR2142-37/2022_HA|EPI1998362	2022-02-15	South-Western
HA|A/goose/Spain/65-3_22VIR2142-2/2022_HA|EPI1998298	2022-01-07	South-Western
HA|A/chicken/Spain/562-1_22VIR2142-29/2022_HA|EPI1998290	2022-02-11	South-Western
HA|A/turkey/Spain/540-26_22VIR2142-28/2022_HA|EPI1998282	2022-02-09	South-Western
HA|A/turkey/Spain/490-24_22VIR2142-27/2022_HA|EPI1998274	2022-02-08	South-Western
HA|A/goose/Spain/88-3_22VIR2142-4/2022_HA|EPI1998394	2022-01-10	South-Western
HA|A/gray_heron/Spain/88-2_22VIR2142-3/2022_HA|EPI1998378	2022-01-11	South-Western
HA|A/chicken/Spain/649-6_22VIR2142-38/2022_HA|EPI1998370	2022-02-16	South-Western
HA|A/stork/Spain/234-2_22VIR2142-7/2022_HA|EPI1998410	2022-01-17	South-Western
HA|A/whooper_swan/Ireland/032444_22VIR1325-2/2021_HA|EPI1998074	2021-11-09	North-Central
HA|A/white-tailed_eagle/Ireland/032034_22VIR1325-23/2021_HA|EPI1998066	2021-11-03	North-Central
HA|A/duck/Ireland/036105_22VIR1325-22/2021_HA|EPI1998058	2021-12-11	North-Central
HA|A/greylag_goose/Ireland/032969_22VIR1325-6/2021_HA|EPI1998106	2021-11-15	North-Central
HA|A/magpie/Ireland/032958_22VIR1325-5/2021_HA|EPI1998098	2021-11-12	North-Central
HA|A/peregrine_falcon/Ireland/032476_22VIR1325-3/2021_HA|EPI1998082	2021-11-10	North-Central
HA|A/turkey/Ireland/035425_22VIR1325-17/2021_HA|EPI1998009	2021-12-06	North-Central
HA|A/mute_swan/Ireland/033945_22VIR1325-16/2021_HA|EPI1998001	2021-11-19	North-Central
HA|A/peregrine_falcon/Ireland/000191_22VIR1325-15/2022_HA|EPI1997993	2022-01-05	North-Central
HA|A/mute_swan/Ireland/033169_22VIR1325-14/2021_HA|EPI1997985	2021-11-15	North-Central
HA|211217_14_H5N1_Seg4_HA|EPI1957757	2021-09-21	North-Eastern
HA|A/broiler/Ireland/033734_22VIR1325-20/2021_HA|EPI1998042	2021-11-22	North-Central
HA|A/mute_swan/Ireland/032363_22VIR1325-1/2021_HA|EPI1998033	2021-11-08	North-Central
HA|A/turkey/Ireland/033674_22VIR1325-19/2021_HA|EPI1998025	2021-11-19	North-Central
HA|A/turkey/Spain/140-38_22VIR2142-19/2022_HA|EPI1998202	2022-01-15	South-Western
HA|211217_17_H5N1_Seg4_HA|EPI1957781	2021-09-21	North-Eastern
HA|A/common_crane/Spain/597-2_22VIR2142-15/2022_HA|EPI1998178	2022-02-14	South-Western
HA|A/chicken/Spain/340-37_22VIR2142-20/2022_HA|EPI1998218	2022-01-31	South-Western
HA|A/swan/Spain/4087-1_22VIR2142-1/2021_HA|EPI1998210	2021-12-22	South-Western
HA|A/fox/Ireland/3866_22VIR2064-1/2022_HA|EPI1998138	2022-02-14	North-Central
HA|A/brent_goose/Ireland/033257_22VIR1325-9/2021_HA|EPI1998130	2021-11-16	North-Central
HA|A/white-fronted_goose/Ireland/033181_22VIR1325-8/2021_HA|EPI1998122	2021-11-15	North-Central
HA|A/greylag_goose/Ireland/033062_22VIR1325-7/2021_HA|EPI1998114	2021-11-15	North-Central
HA|A/stork/Spain/538-2_22VIR2142-14/2022_HA|EPI1998170	2022-02-03	South-Western
HA|211217_24_H5N1_Seg4_HA|EPI1957822	2021-09-24	North-Eastern
HA|A/goose/Ireland/3869_22VIR2064-2/2022_HA|EPI1998146	2022-02-14	North-Central
HA|211217_27_H5N1_Seg4_HA|EPI1957847	2021-10-02	North-Eastern
HA|211217_26_H5N1_Seg4_HA|EPI1957839	2021-09-24	North-Eastern
HA|211217_31_H5N1_Seg4_HA|EPI1957880	2021-09-30	North-Eastern
HA|211217_30_H5N1_Seg4_HA|EPI1957872	2021-10-10	North-Eastern
HA|211217_33_H5N1_Seg4_HA|EPI1957897	2021-10-07	North-Eastern
HA|211217_39_H5N1_Seg4_HA|EPI1957945	2021-10-15	North-Eastern
HA|211217_41_H5N1_Seg4_HA|EPI1957961	2021-10-15	North-Eastern
HA|211217_36_H5N1_Seg4_HA|EPI1957921	2021-10-11	North-Eastern
HA|211217_49_H5N1_Seg4_HA|EPI1958025	2021-10-27	North-Eastern
HA|A/pelecanus_crispus/Albania/D383-22_22VIR3125-2/2022_HA|EPI2021959	2022-03-01	North-Central
HA|211217_43_H5N1_Seg4_HA|EPI1957977	2021-10-11	North-Eastern
HA|211217_42_H5N1_Seg4_HA|EPI1957969	2021-10-15	North-Eastern
HA|211217_44_H5N1_Seg4_HA|EPI1957985	2021-10-12	North-Eastern
HA|A/Eurasian_wigeon/Germany-SH/AI05951/2021_HA5|EPI1945147	2021-10-14	North-Central
HA|A/pelican/Greece/64_KI_22VIR3126-6/2022_HA|EPI2028685	2022-03-10	North-Central
HA|A/pelican/Greece/64_SP_22VIR3126-7/2022_HA|EPI2028694	2022-03-10	North-Central
HA|A/pelican/Greece/41_AL1_22VIR3126-2/2022_HA|EPI2028669	2022-02-24	North-Central
HA|A/buzzard/Ireland/000656_22VIR1325-12/2022_HA|EPI1997977	2022-01-07	North-Central
HA|A/herring_gull/Ireland/033533_22VIR1325-10/2021_HA|EPI1997961	2021-11-17	North-Central
HA|A/pelican/Greece/69_CL_22VIR3126-10/2022_HA|EPI2028653	2022-03-12	North-Central
HA|A/pelican/Greece/72_CL_22VIR3126-11/2022_HA|EPI2028661	2022-03-15	North-Central
HA|A/Eurasian_wigeon/Germany-SH/AI05955/2021_HA5|EPI1945123	2021-10-14	North-Central
HA|A/white_stork/Germany-MV/AI05979/2021_HA5|EPI1945203	2021-10-20	North-Central
HA|A/turkey/Germany-MV/AI06035/2021_HA5|EPI1945187	2021-10-20	North-Central
HA|A/white-tailed_eagle/Germany-MV/AI05975/2021_HA5|EPI1945179	2021-10-20	North-Central
HA|A/barnacle_goose/Germany-SH/AI06005/2021_HA5|EPI1945171	2021-10-19	North-Central
HA|211217_55_H5N1_Seg4_HA|EPI1958073	2021-10-27	North-Eastern
HA|211217_54_H5N1_Seg4_HA|EPI1958065	2021-10-27	North-Eastern
HA|211217_53_H5N1_Seg4_HA|EPI1958057	2021-10-22	North-Eastern
HA|211217_63_H5N1_Seg4_HA|EPI1958137	2021-11-04	North-Eastern
HA|211217_64_H5N1_Seg4_HA|EPI1958145	2021-11-04	North-Eastern
HA|211217_59_H5N1_Seg4_HA|EPI1958105	2021-10-30	North-Eastern
HA|211217_60_H5N1_Seg4_HA|EPI1958113	2021-10-30	North-Eastern
HA|A/buzzard/Germany-SH/AI06210/2021_HA5|EPI1945291	2021-10-26	North-Central
HA|A/domestic_goose/Germany-SH/AI06150/2021_HA5|EPI1945243	2021-10-22	North-Central
HA|A/greylag_goose/Germany-SH/AI06144/2021_HA5|EPI1945267	2021-10-25	North-Central
HA|A/barnacle_goose/Germany-SH/AI06145/2021_HA5|EPI1945275	2021-10-25	North-Central
HA|A/Phasianus_colchicus/Belgium/294/2022|EPI1966009	2022-01-04	North-Central
HA|A/Eurasian_wigeon/Germany-SH/AI06143/2021|EPI1945332	2021-10-22	North-Central
HA|A/Eurasian_teal/Germany-BY/AI05977/2021_HA5|EPI1945219	2021-10-21	North-Central
HA|A/herring_gull/Germany-SH/AI06141/2021_HA5|EPI1945211	2021-10-21	North-Central
HA|A/domestic_duck/Poland/H1942-N/2021|EPI1937655	2021-11-07	North-Eastern
HA|A/barnacle_goose/Germany-NI/AI01605/2021|EPI1944198	2021-02-17	North-Central
HA|A/chicken/Germany-NI/AI01599/2021|EPI1944199	2021-02-23	North-Central
HA|A/Falco_peregrinus/Belgium/4055_0002/2022|EPI2022937	2022-03-19	North-Central
HA|2022-wk16-05_HA_H5|EPI2022148	2022-04-05	North-Central
HA|2022-wk16-04_HA_H5|EPI2022140	2022-04-05	North-Central
HA|2022-wk12-03_HA_H5|EPI1999321	2022-03-04	North-Central
HA|A/mute_swan/Ireland/037311_22VIR1325-13/2021|EPI1998430	2021-12-22	North-Central
HA|A/Barnacle_goose/1/2022_HA_H5_HPAI|EPI1966954	2022-01-04	North-Central
HA|A/Oystercatcher/Netherlands/1/2022_HA_H5_HPAI|EPI1966970	2022-01-11	North-Central
HA|A/Great_black-backed_gull/1/2022_HA_H5_HPAI|EPI1966962	2022-01-06	North-Central
HA|A/Caspian_Gull/Netherlands/1/2022_HA_H5_HPAI|EPI1967017	2022-01-14	North-Central
HA|A/Grey_heron/Netherlands/1/2022_HA_H5_HPAI|EPI1967009	2022-01-14	North-Central
HA|A/Barnacle_goose/Netherlands/6/2022_HA_H5_HPAI|EPI1967033	2022-01-14	North-Central
HA|A/Black-headed_gull/Netherlands/1/2022_HA_H5_HPAI|EPI1967025	2022-01-14	North-Central
HA|A/Barnacle_goose/Netherlands/5/2022_HA_H5_HPAI|EPI1967001	2022-01-14	North-Central
HA|A/pelican/France/21P013720/2021|EPI1949874	2021-12-15	South-Western
HA|A/egret/France/21P013418/2021|EPI1949882	2021-12-03	South-Western
HA|A/goose/France/21P013228/2021|EPI1949898	2021-11-25	South-Western
HA|A/chicken/France/21P013076/2021|EPI1949890	2021-11-25	South-Western
HA|A/turkey/Poland/H1944-N/2021|EPI1937663	2021-11-08	North-Eastern
HA|2021-wk50-15_HA_H5|EPI1946343	2021-11-22	North-Central
HA|2021-wk50-16_HA_H5|EPI1946351	2021-11-26	North-Central
HA|2021-wk50-20_HA_H5|EPI1946375	2021-11-25	North-Central
HA|2021-wk50-19_HA_H5|EPI1946367	2021-11-30	North-Central
HA|2021-wk50-22_HA_H5|EPI1946391	2021-11-23	North-Central
HA|2021-wk50-21_HA_H5|EPI1946383	2021-11-07	North-Central
HA|2021-wk50-09_HA_H5|EPI1946295	2021-11-24	North-Central
HA|2021-wk50-11_HA_H5|EPI1946311	2021-12-16	North-Central
HA|2021-wk50-10_HA_H5|EPI1946303	2021-12-01	North-Central
HA|H5_A/chicken/Czech_Republic/61-1/2022|EPI1999361	2021-12-31	North-Central
HA|H5_A/chicken/Czech_Republic/61-2/2022|EPI1999369	2021-12-31	North-Central
HA|H5_A/chicken/Czech_Republic/63/202|EPI1999377	2022-01-03	North-Central
HA|2022-wk18-12_HA_H5|EPI2028777	2022-04-11	North-Central
HA|2022-wk18-10_HA_H5|EPI2028761	2022-03-20	North-Central
HA|2022-wk18-11_HA_H5|EPI2028769	2022-04-17	North-Central
HA|2022-wk18-09_HA_H5|EPI2028753	2022-03-07	North-Central
HA|A/Turkey/Hungary/16603/2021__H5N1|EPI1883976	2021-04-13	North-Central
HA|A/mute_swan/Poland/MB490-L1/2021|EPI1937671	2021-11-08	North-Eastern
HA|2022-wk24-09_HA_H5|EPI2070233	2022-05-22	North-Central
HA|2022-wk24-08_HA_H5|EPI2070225	2022-05-15	North-Central
HA|2021-wk47-31_HA_H5|EPI1928788	2021-11-07	North-Central
HA|2021-wk47-32_HA_H5|EPI1928796	2021-11-08	North-Central
HA|2021-wk47-27_HA_H5|EPI1928764	2021-11-21	North-Central
HA|2021-wk47-29_HA_H5|EPI1928772	2021-11-19	North-Central
HA|A/barnacle_goose/Sweden/SVA210511SZ0567/FB001840/M-2021|EPI1882784	2021-05-11	North-Eastern
HA|2022-wk06-03_HA_H5|EPI1983209	2022-01-03	North-Central
HA|2022-wk06-02_HA_H5|EPI1983201	2022-01-03	North-Central
HA|23404-2K_H5|EPI1943030	2021-11-25	North-Central
HA|211022_71_H5N1_Seg4_HA|EPI1922941	2021-09-30	North-Eastern
HA|211022_74_H5N1_Seg4_HA|EPI1922965	2021-09-30	North-Eastern
HA|211022_73_H5N1_Seg4_HA|EPI1922957	2021-09-30	North-Eastern
HA|23404-4T_H5|EPI1943054	2021-11-25	North-Central
HA|A/Barnacle_Goose/Netherlands/8/2022_HA_H5N1_HPAI|EPI1987674	2022-01-28	North-Central
HA|A/Anser_anser/Belgium/1809_0002/2022|EPI1988977	2022-01-23	North-Central
HA|A/great_skua/Scotland/042505/2021|EPI1923236	2021-07-20	North-Central
HA|2021-wk48-21_HA_H5|EPI1941394	2021-11-20	North-Central
HA|2021-wk48-22_HA_H5|EPI1941402	2021-11-20	North-Central
HA|2021-wk48-19_HA_H5|EPI1941378	2021-11-12	North-Central
HA|2021-wk48-30_HA_H5|EPI1941458	2021-11-23	North-Central
HA|2021-wk48-28_HA_H5|EPI1941442	2021-11-17	North-Central
HA|2021-wk48-25_HA_H5|EPI1941426	2021-11-15	North-Central
HA|2021-wk48-23_HA_H5|EPI1941410	2021-11-14	North-Central
HA|2021-wk48-24_HA_H5|EPI1941418	2021-11-15	North-Central
HA|2022-wk16-17_HA_H5|EPI2023618	2022-04-17	North-Central
HA|2022-wk16-14_HA_H5|EPI2023602	2022-03-23	North-Central
HA|2022-wk16-13_HA_H5|EPI2023594	2022-03-21	North-Central
HA|A/European_Herring_Gull/_Sweden/SVA220105SZ0249/FB000036/K-2021|EPI1994474	2021-12-17	North-Eastern
HA|A/Graylag_goose/Netherlands/2/20222_HA_H5N1_HPAI|EPI2008085	2022-03-06	North-Central
HA|2022-wk06-08_HA_H5|EPI1985880	2022-01-27	North-Central
HA|A/Brent_goose/Netherlands/1/2022_HA_H5N1_HPAI|EPI2008053	2022-03-03	North-Central
HA|A/Barnacle_Goose/Netherlands/16/2022_HA_H5N1_HPAI|EPI2008061	2022-03-03	North-Central
HA|A/Barnacle_Goose/Netherlands/17/2022_HA_H5N1_HPAI|EPI2008069	2022-03-03	North-Central
HA|A/goose/Czech_Republic/25322-179/2021|EPI2021894	2021-12-18	North-Central
HA|A/mute_swan/Czech_Republic/2755/2022|EPI2021884	2022-01-29	North-Central
HA|A/domestic_duck/Northern_Ireland/AI36_21VIR11041-2/2021|EPI1958725	2021-12-01	North-Central
HA|A/white_stork/Poland/MB391/2021|EPI1877873	2021-04-20	North-Eastern
HA|A/Muscovy_duck/England/074477/2021|EPI1958806	2021-12-21	North-Central
HA|A/Sandwich_Tern/Netherlands/5/2022_HA_H5N1_HPAI|EPI2073640	2022-06-06	North-Central
HA|A/Black-headed_gull/Netherlands/5/2022_HA_H5N1_HPAI|EPI2073648	2022-06-03	North-Central
HA|A/Sandwich_Tern/Netherlands/1/2022_HA_H5N1_HPAI|EPI2073664	2022-06-04	North-Central
HA|A/Caspian_Gull/Netherlands/4/2022_HA_H5N1_HPAI|EPI2073624	2022-06-03	North-Central
HA|A/Sandwich_Tern/Netherlands/8/2022_HA_H5N1_HPAI|EPI2073632	2022-06-06	North-Central
HA|A/_Eurasian_magpie/Sweden/SVA220107SZ0188/FB000039/N-2022|EPI1994482	2022-01-07	North-Eastern
HA|A/barnacle_goose/Germany-MV/AI06175/2021|EPI2009959	2021-10-26	North-Central
HA|A/chicken/Germany-BB/AI06242/2021|EPI2009951	2021-11-02	North-Central
HA|A/buzzard/Germany-SH/AI07099/2021|EPI2009967	2021-11-09	North-Central
HA|A/chicken/Germany-BB/AI06219/2021|EPI2009943	2021-10-29	North-Central
HA|A/swan/Romania/10678_22VIR2749-7/2022_HA|EPI2015033	2022-02-23	North-Central
HA|A/swan/Romania/10656_22VIR2749-6/2022_HA|EPI2015025	2022-02-22	North-Central
HA|A/swan/Romania/10986_22VIR2749-8/2022_HA|EPI2015041	2022-03-07	North-Central
HA|A/swan/Romania/10394_22VIR2749-3/2022_HA|EPI2015001	2022-02-03	North-Central
HA|A/swan/Romania/10324_22VIR2749-2/2022_HA|EPI2014993	2022-02-01	North-Central
HA|A/laying_hen/Romania/10470_22VIR2749-5/2022_HA|EPI2015017	2022-02-10	North-Central
HA|A/swan/Romania/10455_22VIR2749-4/2022_HA|EPI2015009	2022-02-09	North-Central
HA|A/swan/Poland/MB078_22VIR2515-7/2022_HA|EPI2014969	2022-02-10	North-Eastern
HA|A/chicken/Poland/H071_22VIR2515-6/2022_HA|EPI2014961	2022-01-23	North-Eastern
HA|A/swan/Poland/MB083_22VIR2515-8/2022_HA|EPI2014977	2022-02-17	North-Eastern
HA|A/chicken/Poland/H157_22VIR2515-3/2022_HA|EPI2014937	2022-02-18	North-Eastern
HA|A/duck/Poland/H188_22VIR2515-2/2022_HA|EPI2014929	2022-03-02	North-Eastern
HA|A/goose/Poland/H124_22VIR2515-5/2022_HA|EPI2014953	2022-02-05	North-Eastern
HA|2022-wk19-06_HA_H5|EPI2028974	2022-03-21	North-Central
HA|2022-wk19-05_HA_H5|EPI2028966	2022-03-21	North-Central
HA|220413_52_91_H5N1_Seg4_HA|EPI2085954	2022-02-01	North-Eastern
HA|220519_60_68_H5N1_Seg4_HA|EPI2086002	2022-04-21	North-Eastern
HA|220519_60_70_H5N1_Seg4_HA|EPI2086018	2022-04-21	North-Eastern
HA|220519_60_72_H5N1_Seg4_HA|EPI2086034	2022-04-21	North-Eastern
HA|220519_60_66_H5N1_Seg4_HA|EPI2086050	2022-03-14	North-Eastern
HA|A/Lesser_Black-backed_Gull/Netherlands/1/2022_HA_H5N1_HPAI|EPI2061043	2022-04-29	North-Central
HA|A/grey_heron/Croatia/132-c/2021|EPI1946170	2021-12-08	North-Central
HA|A/European_polecat/Netherlands/1/2022_HA_H5N1_HPAI|EPI2061051	2022-03-05	North-Central
HA|A/turkey/Lisbon/1/2021|EPI1950487	2021-12-05	South-Western
HA|A/Black-headed_gull/Netherlands/2/2022|EPI2028983	2022-04-06	North-Central
HA|22608-2/2021_H5|EPI1951301	2021-11-18	North-Central
HA|23404-21_H5|EPI1951309	2021-11-25	North-Central
HA|23609-21_H5|EPI1951333	2021-11-28	North-Central
HA|A/chicken/Northern_Ireland/AI41_21VIR11351-5/2021_HA|EPI1959435	2021-12-10	North-Central
HA|A/Common_Buzzard/Sweden/SVA220127SZ0296/FB000176/M-2022|EPI1994490	2022-01-24	North-Eastern
HA|A/chicken/Czech_Republic/2968/2022|EPI2098374	2022-02-04	North-Central
HA|2022-wk25-02_HA_H5|EPI2073456	2022-06-06	North-Central
HA|2022-wk25-04_HA_H5|EPI2073472	2022-06-11	North-Central
HA|2022-wk24-01_HA_H5|EPI2068311	2022-05-26	North-Central
HA|2022-wk24-03_HA_H5|EPI2068319	2022-05-29	North-Central
HA|2022-wk24-02_HA_H5|EPI2068343	2022-05-27	North-Central
HA|A/mute_swan/Croatia/26/2022|EPI1998479	2022-02-09	North-Central
HA|2022-wk07-11_HA_H5|EPI1987258	2022-02-13	North-Central
HA|2022-wk07-02_HA_H5|EPI1987218	2022-02-07	North-Central
HA|2022-wk07-06_HA_H5|EPI1987234	2022-02-09	North-Central
HA|2022-wk07-04_HA_H5|EPI1987226	2022-02-08	North-Central
HA|A/Eurasian_wigeon/Germany-SH/AI05948/2021|EPI1943842	2021-10-14	North-Central
HA|A/Caspian_Gull/Netherlands/3/2022_HA_H5N1_HPAI|EPI2029067	2022-04-14	North-Central
HA|A/Black-headed_gull/Netherlands/4/2022_HA_H5N1_HPAI|EPI2029059	2022-04-14	North-Central
HA|A/Common_raven/Netherlands/1/2022_HA_H5N1_HPAI|EPI2029075	2022-04-11	North-Central
HA|A/Black-headed_gull/Netherlands/3/2022_HA_H5N1_HPAI|EPI2029051	2022-04-14	North-Central
HA|A/Common_raven/Netherlands/2/2022_HA_H5N1_HPAI|EPI2029091	2022-04-14	North-Central
HA|A/Song_Thrush/Netherlands/1/2022_HA_H5N1_HPAI|EPI2029083	2022-04-13	North-Central
HA|A/European_Herring_Gull/Netherlands/3/2022_HA_H5N1_HPAI|EPI2029096	2022-04-14	North-Central
HA|A/partridge/Bulgaria/745_22VIR778-3/2021_HA|EPI1995244	2021-11-23	North-Central
HA|A/laying_hen/Moldova/68-2_22VIR638-2/2022_HA|EPI1995236	2022-01-03	North-Central
HA|A/swan/Slovenia/13_22VIR777-8/2022_HA|EPI1995124	2022-01-03	North-Central
HA|A/seagull/Slovenia/2075_22VIR777-7/2021_HA|EPI1995116	2021-12-30	North-Central
HA|A/swan/Slovenia/2073_22VIR777-6/2021_HA|EPI1995108	2021-12-30	North-Central
HA|A/swan/Slovenia/2072_22VIR777-5/2021_HA|EPI1995100	2021-12-30	North-Central
HA|A/swan/Slovenia/2049_22VIR777-3/2021_HA|EPI1995084	2021-12-27	North-Central
HA|A/rooster/Slovenia/2039_22VIR777-1/2021_HA|EPI1995068	2021-12-26	North-Central
HA|A/hen/Bulgaria/757-6_22VIR778-7/2021_HA|EPI1995172	2021-12-02	North-Central
HA|A/duck/Bulgaria/756-4_22VIR778-6/2021_HA|EPI1995164	2021-12-01	North-Central
HA|A/turkey/Bulgaria/755-1_22VIR778-4/2021_HA|EPI1995156	2021-11-30	North-Central
HA|A/hen/Bulgaria/722-1_22VIR778-1/2021_HA|EPI1995148	2021-11-15	North-Central
HA|A/hen/Bulgaria/854-1_22VIR778-10/2021_HA|EPI1995140	2021-12-29	North-Central
HA|A/ferret/Slovenia/308MZ_22VIR777-9/2022_HA|EPI1995132	2022-01-05	North-Central
HA|A/white-fronted_Goose/Croatia/16/2022|EPI1970432	2022-01-20	North-Central
HA|A/White-Tailed_Eagle/Sweden/SVA210528SZ0223/KN002027/AB-2021|EPI1877839	2021-05-25	North-Eastern
HA|220112_01_H5N1_Seg4_HA|EPI1962968	2021-11-27	North-Eastern
HA|220112_03_H5N1_Seg4_HA|EPI1962984	2021-12-02	North-Eastern
HA|220112_08_H5N1_Seg4_HA|EPI1963024	2021-12-13	North-Eastern
HA|220112_09_H5N1_Seg4_HA|EPI1963032	2021-12-13	North-Eastern
HA|220112_04_H5N1_Seg4_HA|EPI1962992	2021-12-13	North-Eastern
HA|A/Common_Buzzard/Sweden/SVA220127SZ0301/FB000177/M-2022|EPI1994498	2022-01-21	North-Eastern
HA|A/Mute_Swan/Sweden/SVA220127SZ039422/FB000218/AB-2022|EPI1994506	2022-01-11	North-Eastern
HA|A/barnacle_goose/Netherlands/21028196-002/2021|EPI1859937	2021-04-22	North-Central
HA|A/white-tailed_eagle/Netherlands/21027616-001/2021|EPI1859929	2021-04-23	North-Central
HA|A/fox/Netherlands/21028774-004/2021|EPI1859953	2021-05-17	North-Central
HA|2022-wk04-15_HA_H5|EPI1967530	2022-01-04	North-Central
HA|2022-wk04-16_HA_H5|EPI1967538	2021-12-31	North-Central
HA|A/Cygnus_olor/Spain/1950-10_22VIR6312-46/2022_HA|EPI2102609	2022-05-27	South-Western
HA|A/Falco_peregrinus/Spain/1932-1_22VIR6312-45/2022_HA|EPI2102601	2022-05-18	South-Western
HA|A/Ardea_cinerea/Spain/863-1_22VIR6312-5/2022_HA|EPI2102625	2022-03-02	South-Western
HA|A/Anser_anser/Spain/638-6_22VIR6312-39/2022_HA|EPI2102578	2022-02-13	South-Western
HA|A/Anser_anser/Spain/863-2_22VIR6312-6/2022_HA|EPI2102633	2022-03-02	South-Western
HA|A/Anser_anser/Spain/1124-65_22VIR6312-9/2022_HA|EPI2102657	2022-03-18	South-Western
HA|A/Anser_anser/Spain/1035-5_22VIR6312-8/2022_HA|EPI2102649	2022-03-14	South-Western
HA|A/turkey/Spain/802-7_22VIR6312-26/2022_HA|EPI2102474	2022-02-26	South-Western
HA|A/Anser_anser/Spain/2010-3_22VIR6312-21/2022_HA|EPI2102442	2022-06-02	South-Western
HA|A/turkey/Spain/801-6_22VIR6312-25/2022_HA|EPI2102466	2022-02-23	South-Western
HA|A/turkey/Spain/1097-7_22VIR6312-36/2022_HA|EPI2102562	2022-03-16	South-Western
HA|A/chicken/Spain/1096-8_22VIR6312-35/2022_HA|EPI2102554	2022-03-16	South-Western
HA|A/Anser_anser/Spain/750-4_22VIR6312-2/2022_HA|EPI2102506	2022-02-02	South-Western
HA|A/chicken/Spain/897-7_22VIR6312-31/2022_HA|EPI2102522	2022-03-03	South-Western
HA|A/Gypaetus_barbatus/Spain/1878-9_22VIR6312-18/2022_HA|EPI2102418	2022-05-11	South-Western
HA|A/Rhea/Spain/1950-6_22VIR6312-17/2022_HA|EPI2102410	2022-05-27	South-Western
HA|A/Anser_anser/Spain/1277-10_22VIR6312-10/2022_HA|EPI2102386	2022-03-26	South-Western
HA|A/northern_goshawk/Sweden/SVA220210SZ0305/FP000317/O-2022|EPI1994515	2022-01-25	North-Eastern
HA|2022-wk08-01_HA_H5|EPI1987348	2022-02-04	North-Central
HA|A/barnacle_goose/Netherlands/21028534-002/2021|EPI1862722	2021-05-13	North-Central
HA|A/barnacle_goose/Netherlands/21027357-002/2021|EPI1862714	2021-04-20	North-Central
HA|A/goose/Netherlands/21028502-002/21028502/2021|EPI1863045	2021-05-09	North-Central
HA|2022-wk08-04_HA_H5|EPI1987364	2022-02-11	North-Central
HA|A/barnacle_goose/Netherlands/21021591-001/2021|EPI1847708	2021-01-14	North-Central
HA|A/common_buzzard/Netherlands/21021396-002/2021|EPI1847700	2021-01-09	North-Central
HA|A/black-headed_gull/Germany-NI/AI05962/2021|EPI1944225	2021-10-12	North-Central
HA|A/Mallard_Duck/Netherlands/29/2022_HA__H5N1_HPAI|EPI2240742	2022-11-17	North-Central
HA|A/Gadwall/Netherlands/3/2022_HA_H5N1_HPAI|EPI2240718	2022-11-15	North-Central
HA|A/Eurasian_Wigeon/Netherlands/5/2022_HA_H5N1_HPAI|EPI2240710	2022-11-04	North-Central
