name	date	location
HA|221221_106_H5N1_26P_Seg4_HA|EPI2306661	2022-09-15	North-Eastern
HA|221221_106_H5N1_21P_Seg4_HA|EPI2306621	2022-09-15	North-Eastern
HA|221221_106_H5N1_17P_Seg4_HA|EPI2306589	2022-07-28	North-Eastern
HA|221221_106_H5N1_19P_Seg4_HA|EPI2306605	2022-09-15	North-Eastern
HA|2022-wk33-20_HA_H5|EPI2137774	2022-07-25	North-Central
HA|2022-wk33-23_HA_H5|EPI2137792	2022-07-14	North-Central
HA|2022-wk33-21_HA_H5|EPI2137783	2022-07-24	North-Central
HA|A/Eurasian_wigeon/Italy/22VIR12556-3/2022_HA|EPI2414931	2022-11-29	South-Western
HA|A/swan/Italy/22VIR12326-1/2022_HA|EPI2414924	2022-11-27	South-Western
HA|A/wild_goose/Italy/22VIR12222-2/2022_HA|EPI2414917	2022-11-25	South-Western
HA|A/grey_heron/Italy/22VIR12939-3/2022_HA|EPI2414910	2022-11-20	South-Western
HA|A/swan/Italy/23VIR147-2/2022_HA|EPI2414959	2022-12-29	South-Western
HA|A/teal/Italy/22VIR12727-1/2022_HA|EPI2414952	2022-12-11	South-Western
HA|A/Eurasian_wigeon/Italy/22VIR12328-1/2022_HA|EPI2414945	2022-12-01	South-Western
HA|A/greater_white-fronted_goose/Italy/22VIR12557-4/2022_HA|EPI2414938	2022-11-29	South-Western
HA|A/black-headed_gull/Italy/23VIR1102-4/2023_HA|EPI2414987	2023-01-30	South-Western
HA|A/buzzard/Italy/23VIR440-2/2023_HA|EPI2414966	2023-01-04	South-Western
HA|A/Black-headed_gull/Netherlands/3/2023_HA_H5N1_HPAI|EPI2392771	2023-01-28	North-Central
HA|2022-wk39-05_HA_H5|EPI2187561	2022-08-20	North-Central
HA|2022-wk39-06_HA_H5|EPI2187569	2022-09-01	North-Central
HA|A/Buteo_buteo/Belgium/2606_0006/2022|EPI2122909	2022-02-20	North-Central
HA|A/black-headed_gull/Germany-HH/AI03795/2022|EPI2242308	2022-07-02	North-Central
HA|A/black-headed_gull/Germany-NI/AI04164/2022|EPI2242317	2022-07-04	North-Central
HA|A/artic_tern/Germany-SH/AI03798/2022|EPI2242291	2022-06-30	North-Central
HA|A/black-headed_gull/Germany-BY/AI01062/2022|EPI2242299	2022-02-07	North-Central
HA|A/Branta_leucopsis/Belgium/2606_0009/2022|EPI2122917	2022-02-17	North-Central
HA|2022-wk42-12_HA_H5|EPI2196496	2022-09-30	North-Central
HA|2022-wk42-09_HA_H5|EPI2196504	2022-08-18	North-Central
HA|A/wigeon/Sakhalin/37M/2021|EPI2182152	2021-09-17	North-Eastern
HA|A/Fox/Netherlands/EMC5/2022_HA_H5N1_HPAI|EPI2122952	2022-02-09	North-Central
HA|A/Fox/Netherlands/EMC4/2022_HA_H5N1_HPAI|EPI2122945	2022-04-02	North-Central
HA|A/European_Herring_Gull/Netherlands/8/2022_HA_H5N1_HPAI|EPI2114010	2022-07-07	North-Central
HA|A/Caspian_Gull/Netherlands/5/2022_HA_H5N1_HPAI|EPI2114018	2022-07-08	North-Central
HA|A/European_Herring_Gull/Netherlands/9/2022_HA_H5N1_HPAI|EPI2114026	2022-07-04	North-Central
HA|A/Greylag_Goose/Netherlands/9/2022_HA_H5N1_HPAI|EPI2114034	2022-07-12	North-Central
HA|A/Branta_canadensis/Belgium/4821_0001/2022|EPI2122972	2022-04-07	North-Central
HA|A/black-headed_gull/Poland/MB139/2022|EPI2167230	2022-05-30	North-Eastern
HA|A/Branta_canadensis/Belgium/5177_0003/2022|EPI2122980	2022-04-13	North-Central
HA|A/common_murre/Poland/MB151/2022|EPI2167214	2022-07-13	North-Eastern
HA|A/breeding_hen/Poland/H364/2022|EPI2167198	2022-07-21	North-Eastern
HA|A/common_tern/Germany-NI/AI04284/2022|EPI2242456	2022-07-14	North-Central
HA|A/Vulpes_vulpes/Belgium/01784_0004/2023|EPI2468380	2023-02-27	North-Central
HA|A/Mute_Swan/Sweden/SVA221012SZ0348/FB004113/M-2022|EPI2215020	2022-10-05	North-Eastern
HA|A/Vulpes_vulpes/Belgium/01784_0010/2023|EPI2468396	2023-02-27	North-Central
HA|A/Vulpes_vulpes/Belgium/01784_0008/2023|EPI2468388	2023-02-27	North-Central
HA|A/Gallus_gallus/Belgium/01688_0004/2023|EPI2468412	2023-02-23	North-Central
HA|A/Vulpes_vulpes/Belgium/01924_0003/2023|EPI2468404	2023-03-02	North-Central
HA|A/European_herring_gull/Netherlands/21/2022_HA_H5N1_HPAI|EPI2292976	2022-12-27	North-Central
HA|A/Caspian_gull/Netherlands/1/2023_HA_H5N1_HPAI|EPI2292960	2023-01-01	North-Central
HA|BC81_H5_|EPI2417020	2023-02-16	North-Central
HA|BC91_H5_|EPI2417044	2023-02-16	North-Central
HA|BC90_H5_|EPI2417060	2023-02-17	North-Central
HA|A/Gallus_gallus/Belgium/01434_0001/2023|EPI2468372	2023-02-15	North-Central
HA|A/Mute_swan/Sweden/SVA230224SZ9282/FB000471/AC-2023|EPI2475707	2023-02-19	North-Eastern
HA|A/common_buzzard/Sweden/SVA230222SZ0354/FB000430/M-2023|EPI2475699	2023-01-23	North-Eastern
HA|A/barnacle_goose/Sewden/SVA230314SZ0438/KN000701/K-2023|EPI2475715	2023-03-13	North-Eastern
HA|2022-wk30-10_HA_H5|EPI2138727	2022-07-21	North-Central
HA|A/goose/Cyprus/746-1_22VIR12133-3/2022_HA|EPI2248055	2022-11-25	North-Central
HA|A/duck/Cyprus/752-2_22VIR12133-13/2022_HA|EPI2248039	2022-11-28	North-Central
HA|A/goose/Cyprus/750-3_22VIR12133-11/2022_HA|EPI2248031	2022-11-25	North-Central
HA|A/duck/Cyprus/749-1_22VIR12133-5/2022_HA|EPI2248063	2022-11-25	North-Central
HA|A/heron/Switzerland-Basel/230080/2023|EPI2456206	2023-01-17	South-Western
HA|A/peacock/Switzerland-Zurich/221192/2022|EPI2456193	2022-11-16	South-Western
HA|A/swan/Switzerland-Ticino/221214/2022|EPI2456201	2022-11-22	South-Western
HA|2022-wk33-06_HA_H5|EPI2129756	2022-07-14	North-Central
HA|2022-wk33-03_HA_H5|EPI2129732	2022-08-01	North-Central
HA|2022-wk33-05_HA_H5|EPI2129748	2022-06-03	North-Central
HA|2022-wk33-04_HA_H5|EPI2129740	2022-07-18	North-Central
HA|A/northern_gannet/Spain/22VIR12774-4_3104-40/2022_HA|EPI2293024	2022-08-30	South-Western
HA|A/Anser_anser/Spain/22VIR12774-41_3803-4/2022_HA|EPI2293000	2022-10-18	South-Western
HA|A/wild_goose/Spain/22VIR12774-43_4213-1/2022_HA|EPI2293008	2022-11-08	South-Western
HA|A/swan/Spain/22VIR12774-45_4382-2/2022_HA|EPI2293016	2022-11-21	South-Western
HA|A/Ciconia_ciconia/Spain/22VIR12774-40_3803-2/2022_HA|EPI2292992	2022-10-18	South-Western
HA|A/vulture/France/22P018210/2022|EPI2136047	2022-05-09	South-Western
HA|A/gull/Switzerland-Luzern/230119/2023|EPI2456214	2023-01-25	South-Western
HA|A/Vulpes_vulpes/Belgium/8660_0016/2022|EPI2129816	2022-04-16	North-Central
HA|A/northern_gannet/Sweden/SVA220701SZ0245/FB002065/N-2022|EPI2178614	2022-06-01	North-Eastern
HA|A/northern_fulmar/Sweden/SVA220628SZ0328/FB002021/O-2022|EPI2178590	2022-07-04	North-Eastern
HA|A/white-tailed_eagle/Sweden/SVA220629SZ0296/FB002045/I-2022|EPI2178598	2022-05-24	North-Eastern
HA|A/northern_gannet/Sweden/SVA220630SZ0368/FB002052/N-2022|EPI2178606	2022-06-29	North-Eastern
HA|A/Chroicocephalus_ridibundus/Belgium/00226_0001/2023|EPI2415390	2023-01-02	North-Central
HA|A/_Anser_brachyrhynchus/Belgium/14776_0001/2022|EPI2415398	2022-12-15	North-Central
HA|A/Branta_canadensis/Belgium/10598_0003/2022|EPI2415407	2022-08-29	North-Central
HA|A/Larus_argentatus/Belgium/9013_0001/2022|EPI2129824	2022-07-08	North-Central
HA|A/northern_gannet/Sweden/SVA220701SZ0245/FB002073/O-2022|EPI2178630	2022-06-15	North-Eastern
HA|A/northern_gannet/Sweden/SVA220704SZ0158/FB002085/M-2022|EPI2178638	2022-07-04	North-Eastern
HA|A/cat/France/22P026544/2022|EPI2281678	2022-12-24	South-Western
HA|A/Anser_anser/Belgium/00286_0004/2023|EPI2415345	2023-01-02	North-Central
HA|A/Chroicocephalus_ridibundus/Belgium/00132_0002/2022|EPI2415353	2022-12-28	North-Central
HA|A/Mustela_putorius/Belgium/01922_0001/2023|EPI2469498	2023-03-02	North-Central
HA|A/Gallus_gallus/Belgium/9548_0001/2022|EPI2129840	2022-08-03	North-Central
HA|A/Morus_bassanus/Belgium/08182_0015/2022|EPI2415423	2022-06-22	North-Central
HA|A/Vulpes_vulpes/Belgium/9031_0008/2022|EPI2129832	2022-06-16	North-Central
HA|2022-wk31-10_HA_H5|EPI2120775	2022-07-07	North-Central
HA|2022-wk31-11_HA_H5|EPI2120783	2022-07-05	North-Central
HA|2022-wk31-09_HA_H5|EPI2120767	2022-07-09	North-Central
HA|2022-wk31-12_HA_H5|EPI2120791	2022-07-01	North-Central
HA|A/northern_gannet/Sweden/SVA220706SZ0236/FB002106/N-2022|EPI2178646	2022-06-26	North-Eastern
HA|A/blackswan/Switzerland-Zurich/230131/2023|EPI2456222	2023-02-03	South-Western
HA|A/Meleagris_gallopavo/Belgium/14826_0002/2022|EPI2415415	2022-12-24	North-Central
HA|A/chicken/Austria/2514-19_22VIR11382-1/2022|EPI2249071	2022-11-08	North-Central
HA|A/common_guillemot/Sweden/SVA220727SZ0354/FB002465/I-2022|EPI2178782	2022-07-27	North-Eastern
HA|A/Canada_goose/Sweden/SVA220726SZ0310/FB002420/O-2022|EPI2178774	2022-07-26	North-Eastern
HA|A/Gray_lag_goose/Sweden/SVA220719SZ0483/FB002374/O-2022|EPI2178766	2022-07-22	North-Eastern
HA|A/common_guillemot/Sweden/SVA220727SZ0354/FB002466/I-2022|EPI2178790	2022-07-27	North-Eastern
HA|A/Graylag_goose/Sweden/SVA230103SZ0387/FB000028/M-2022|EPI2299183	2022-12-20	North-Eastern
HA|A/Mute_swan/Sweden/SVA221222SZ0277/FB004932/E-2022|EPI2299167	2022-12-17	North-Eastern
HA|A/barnacle_goose/Sweden/SVA221202SZ0214/FB004698/M-2022|EPI2299151	2022-11-23	North-Eastern
HA|A/barnacle_goose/Sweden/SVA221130SZ0475/FB004691/M-2022|EPI2299141	2022-11-27	North-Eastern
HA|A/lesser_auk/Sweden/SVA220727SZ0362/FB002484/I-2022|EPI2178838	2022-07-14	North-Eastern
HA|A/lesser_auk/Sweden/SVA220727SZ0362/FB002485/I-2022|EPI2178846	2022-07-14	North-Eastern
HA|A/_European_herring_gull/Sweden/SVA220727SZ0357/FB002470/I-2022|EPI2178814	2022-07-15	North-Eastern
HA|A/_great_cormorant_/Sweden/SVA220727SZ0360/FB002479/I-2022|EPI2178830	2022-07-28	North-Eastern
HA|A/_European_herring_gull/Sweden/SVA220727SZ0357/FB002469/I-2022|EPI2178806	2022-07-15	North-Eastern
HA|A/Caspian_Gull/Netherlands/6/2022_HA_H5N1_HPAI|EPI2119275	2022-07-15	North-Central
HA|A/Common_Tern/Netherlands/12/2022_HA_H5N1_HPAI|EPI2119243	2022-07-14	North-Central
HA|A/Caspian_Gull/Netherlands/7/2022_HA_H5N1_HPAI|EPI2119200	2022-07-15	North-Central
HA|A/Common_Tern/Netherlands/20/2022_HA_H5N1_HPAI|EPI2119216	2022-07-22	North-Central
HA|A/Eurasian_Spoonbill/Netherlands/3/2022_HA_H5N1_HPAI|EPI2119170	2022-07-24	North-Central
HA|A/northern_gannet/Sweden/SVA221012SZ0382/FB004111/M2022|EPI2219646	2022-10-09	North-Eastern
HA|A/peregrine_falcon/Sweden/SVA221012SZ0381/FB004075/N-2022|EPI2219655	2022-09-27	North-Eastern
HA|220824_79_57_H5N1_Seg4_HA|EPI2156429	2022-06-20	North-Eastern
HA|220824_79_61_H5N1_Seg4_HA|EPI2156461	2022-07-28	North-Eastern
HA|220824_79_62_H5N1_Seg4_HA|EPI2156469	2022-07-28	North-Eastern
HA|A/chicken/Croatia/55/2022|EPI2207117	2022-05-27	North-Central
HA|2023-wk05-01_HA_H5|EPI2341231	2023-01-25	North-Central
HA|A/Eurasian_Spoonbill/Netherlands/4/2022_HA_H5N1_HPAI|EPI2129863	2022-08-10	North-Central
HA|A/European_Herring_Gull/Netherlands/19/2022_HA_H5N1_HPAI|EPI2197794	2022-09-21	North-Central
HA|A/Sanderling/Netherlands/2/2022_HA_H5N1_HPAI|EPI2197873	2022-10-09	North-Central
HA|A/Great_Black-backed_Gull/4/2022_HA_H5N1_HPAI|EPI2197865	2022-10-09	North-Central
HA|A/Mallard/Netherlands/15/2022_HA_H5N1_HPAI|EPI2197833	2022-09-21	North-Central
HA|A/Mallard/Netherlands/18/2022_HA_H5N1_HPAI|EPI2197857	2022-10-01	North-Central
HA|A/Barnacle_Goose/Netherlands/19/2022_HA_H5N1_HPAI|EPI2197809	2022-09-26	North-Central
HA|A/Greylag_Goose/Netherlands/18/2022_HA_H5N1_HPAI|EPI2197801	2022-09-25	North-Central
HA|A/European_Herring_Gull/Netherlands/20/2022_HA_H5N1_HPAI|EPI2197825	2022-10-02	North-Central
HA|A/Eurasian_Curlew/Netherlands/4/2022_HA_H5N1_HPAI|EPI2197817	2022-09-28	North-Central
HA|A/chicken/Italy/21VIR10620-1/2021_HA|EPI2140456	2021-12-02	South-Western
HA|A/chicken/Italy/21VIR10723-1/2021_HA|EPI2140474	2021-12-03	South-Western
HA|A/turkey/Italy/21VIR10636-17/2021_HA|EPI2140509	2021-12-04	South-Western
HA|A/chicken/Italy/21VIR10637-2/2021_HA|EPI2140500	2021-12-04	South-Western
HA|A/turkey/Italy/21VIR10645-15/2021_HA|EPI2140518	2021-12-05	South-Western
HA|A/swan/Lithuania/1220PG1_22VIR7255-1/2022|EPI2179882	2022-02-09	North-Eastern
HA|A/turkey/Italy/21VIR10857/2021_HA|EPI2140562	2021-12-06	South-Western
HA|A/turkey/Italy/21VIR10852/2021_HA|EPI2140553	2021-12-06	South-Western
HA|A/turkey/Italy/21VIR10854/2021_HA|EPI2140571	2021-12-06	South-Western
HA|A/turkey/Italy/21VIR10697-1/2021_HA|EPI2140598	2021-12-06	South-Western
HA|A/turkey/Italy/21VIR10929/2021_HA|EPI2140669	2021-12-07	South-Western
HA|A/chicken/Italy/21VIR10812-11/2021_HA|EPI2140660	2021-12-07	South-Western
HA|A/turkey/Italy/21VIR10757-1/2021_HA|EPI2140695	2021-12-07	South-Western
HA|A/chicken/Italy/21VIR10357/2021_HA|EPI2140181	2021-11-26	South-Western
HA|A/chicken/Italy/21VIR10358/2021_HA|EPI2140172	2021-11-26	South-Western
HA|A/chicken/Italy/21VIR10263/2021_HA|EPI2140199	2021-11-27	South-Western
HA|A/chicken/Italy/21VIR10264/2021_HA|EPI2140217	2021-11-28	South-Western
HA|A/chicken/Italy/21VIR10382/2021_HA|EPI2140243	2021-11-29	South-Western
HA|A/chicken/Italy/21VIR10394/2021_HA|EPI2140270	2021-11-29	South-Western
HA|A/turkey/Italy/21VIR10398/2021_HA|EPI2140288	2021-11-29	South-Western
HA|A/turkey/Italy/21VIR10397/2021_HA|EPI2140279	2021-11-29	South-Western
HA|A/chicken/Italy/21VIR10470/2021_HA|EPI2140297	2021-11-30	South-Western
HA|A/chicken/Italy/21VIR10469/2021_HA|EPI2140332	2021-11-30	South-Western
HA|A/chicken/Italy/21VIR10385/2021_HA|EPI2140323	2021-11-30	South-Western
HA|A/chicken/Italy/21VIR10386/2021_HA|EPI2140350	2021-11-30	South-Western
HA|A/turkey/Italy/21VIR10471/2021_HA|EPI2140341	2021-11-30	South-Western
HA|A/Common_Buzzard/Netherlands/1/2022_HA_H5N1_HPAI|EPI2185352	2022-08-17	North-Central
HA|A/chicken/Italy/21VIR9837-3/2021_HA|EPI2139927	2021-11-21	South-Western
HA|A/turkey/Italy/21VIR9996/2021_HA|EPI2139967	2021-11-22	South-Western
HA|A/Greylag_Goose/Netherlands/13/2022_HA_H5N1_HPAI|EPI2185407	2022-08-27	North-Central
HA|A/Lesser_Black-backed_Gull/Netherlands/3/2022_HA_H5N1_HPAI|EPI2185415	2022-08-29	North-Central
HA|A/turkey/Italy/21VIR10001/2021_HA|EPI2139999	2021-11-22	South-Western
HA|A/Greylag_Goose/Netherlands/11/2022_HA_H5N1_HPAI|EPI2185392	2022-08-26	North-Central
HA|A/Greylag_Goose/Netherlands/12/2022_HA_H5N1_HPAI|EPI2185399	2022-08-26	North-Central
HA|A/Northern_Gannet/Netherlands/1/2022_HA_H5N1_HPAI|EPI2185376	2022-08-23	North-Central
HA|A/chicken/Italy/21VIR9998/2021_HA|EPI2140007	2021-11-22	South-Western
HA|A/Greylag_Goose/Netherlands/10/2022_HA_H5N1_HPAI|EPI2185384	2022-08-26	North-Central
HA|A/European_Herring_Gull/Netherlands/13/2022_HA_H5N1_HPAI|EPI2185360	2022-08-19	North-Central
HA|A/European_Herring_Gull/Netherlands/14/2022_HA_H5N1_HPAI|EPI2185368	2022-08-23	North-Central
HA|A/chicken/Italy/21VIR10096/2021_HA|EPI2140049	2021-11-23	South-Western
HA|A/chicken/Italy/21VIR9940-5/2021_HA|EPI2140039	2021-11-23	South-Western
HA|A/Mallard/Netherlands/5/2022_HA_H5N1_HPAI|EPI2185452	2022-08-21	North-Central
HA|A/Mallard/Netherlands/6/2022_HA_H5N1_HPAI|EPI2185460	2022-08-24	North-Central
HA|A/chicken/Italy/21VIR10094/2021_HA|EPI2140083	2021-11-23	South-Western
HA|A/Mallard/Netherlands/4/2022_HA_H5N1_HPAI|EPI2185445	2022-08-20	North-Central
HA|A/turkey/Italy/21VIR9901-3/2021_HA|EPI2140099	2021-11-23	South-Western
HA|A/Common_Teal/Netherlands/1/2022_HA_H5N1_HPAI|EPI2185431	2022-08-29	North-Central
HA|A/Guinea_fowl/Italy/21VIR10216/2021_HA|EPI2140107	2021-11-24	South-Western
HA|A/chicken/Italy/21VIR10252/2021_HA|EPI2140131	2021-11-25	South-Western
HA|A/chicken/Italy/21VIR10146/2021_HA|EPI2140139	2021-11-25	South-Western
HA|A/turkey/Italy/21VIR9519-1/2021_HA|EPI2139664	2021-11-14	South-Western
HA|A/turkey/Italy/21VIR9579-10/2021_HA|EPI2139712	2021-11-15	South-Western
HA|A/turkey/Italy/21VIR9697-3_/2022_HA|EPI2139800	2021-11-16	South-Western
HA|A/chicken/Italy/21VIR9868-8/2021_HA|EPI2139824	2021-11-17	South-Western
HA|A/turkey/Italy/21VIR9903-2/2021_HA|EPI2139856	2021-11-18	South-Western
HA|A/chicken/Italy/21VIR9904-18/2021_HA|EPI2139888	2021-11-19	South-Western
HA|A/chicken/Italy/21VIR9904-17/2021_HA|EPI2139880	2021-11-19	South-Western
HA|A/turkey/Italy/21VIR9905-2/2021_HA|EPI2139904	2021-11-19	South-Western
HA|A/turkey/Italy/21VIR9906-2/2021_HA|EPI2139896	2021-11-19	South-Western
HA|A/turkey/Italy/21VIR9144-2/2021_HA|EPI2139440	2021-11-03	South-Western
HA|A/chicken/Italy/21VIR9074-10/2021_HA|EPI2139432	2021-11-02	South-Western
HA|A/chicken/Italy/21VIR9212-1/2021_HA|EPI2139464	2021-11-05	South-Western
HA|A/avian/Italy/21VIR9425-2/2021_HA|EPI2139520	2021-11-08	South-Western
HA|A/chicken/Italy/21VIR9508-3/2021_HA|EPI2139592	2021-11-11	South-Western
HA|A/turkey/Italy/21VIR9604-3/2021_HA|EPI2139616	2021-11-12	South-Western
HA|A/turkey/Italy/21VIR9606-2/2021_HA|EPI2139608	2021-11-12	South-Western
HA|A/turkey/Italy/21VIR9609-2/2021_HA|EPI2139624	2021-11-12	South-Western
HA|A/turkey/Italy/21VIR11440-2/2021_HA|EPI2141295	2021-12-20	South-Western
HA|A/turkey/Italy/21VIR11511/2021_HA|EPI2141312	2021-12-20	South-Western
HA|A/turkey/Italy/21VIR11509/2021_HA|EPI2141277	2021-12-20	South-Western
HA|A/turkey/Italy/21VIR11396-1/2021_HA|EPI2141251	2021-12-16	South-Western
HA|A/laying_hen/Italy/21VIR11394-1/2021_HA|EPI2141234	2021-12-16	South-Western
HA|A/chicken/Italy/21VIR11235/2021_HA|EPI2141051	2021-12-14	South-Western
HA|A/turkey/Italy/21VIR11237/2021_HA|EPI2141069	2021-12-14	South-Western
HA|A/guinea_fowl/Italy/21VIR11298/2021_HA|EPI2141086	2021-12-14	South-Western
HA|A/chicken/Italy/21VIR11238/2021_HA|EPI2141077	2021-12-14	South-Western
HA|A/turkey/Italy/21VIR11251-1/2021_HA|EPI2141103	2021-12-15	South-Western
HA|A/turkey/Italy/21VIR11302/2021_HA|EPI2141095	2021-12-14	South-Western
HA|A/turkey/Italy/21VIR11254-1/2021_HA|EPI2141121	2021-12-15	South-Western
HA|A/laying_hen/Italy/21VIR11253-1/2021_HA|EPI2141129	2021-12-15	South-Western
HA|A/turkey/Italy/21VIR11387-1/2021_HA|EPI2141164	2021-12-16	South-Western
HA|A/turkey/Italy/21VIR11393-3/2021_HA|EPI2141199	2021-12-16	South-Western
HA|A/guinea_fowl/Italy/21VIR11383-1/2021_HA|EPI2141208	2021-12-16	South-Western
HA|A/chicken/Italy/21VIR10973-4/2021_HA|EPI2140738	2021-12-09	South-Western
HA|A/chicken/Italy/21VIR10969-3/2021_HA|EPI2140755	2021-12-09	South-Western
HA|A/chicken/Italy/21VIR11074-1/2021_HA|EPI2140790	2021-12-09	South-Western
HA|A/chicken/Italy/21VIR11072-1/2021_HA|EPI2140782	2021-12-09	South-Western
HA|A/avian/Italy/21VIR10913-3/2021_HA|EPI2140808	2021-12-09	South-Western
HA|A/chicken/Italy/21VIR11073-1/2021_HA|EPI2140851	2021-12-10	South-Western
HA|A/chicken/Italy/21VIR10997-1/2021_HA|EPI2140895	2021-12-11	South-Western
HA|A/chicken/Italy/21VIR10999-1/2021_HA|EPI2140886	2021-12-11	South-Western
HA|A/turkey/Italy/21VIR11007-1/2021_HA|EPI2140912	2021-12-12	South-Western
HA|A/turkey/Italy/21VIR11006-1/2021_HA|EPI2140903	2021-12-12	South-Western
HA|A/pheasant/Italy/21VIR11162/2021_HA|EPI2140938	2021-12-13	South-Western
HA|A/pheasant/Italy/21VIR11165/2021_HA|EPI2140956	2021-12-13	South-Western
HA|A/laying_hen/Italy/21VIR11168/2021_HA|EPI2140973	2021-12-13	South-Western
HA|A/laying_hen/Italy/21VIR11300/2021_HA|EPI2140999	2021-12-13	South-Western
HA|A/turkey/Italy/21VIR11772-7/2021_HA|EPI2141558	2021-12-28	South-Western
HA|A/laying_hen/Italy/21VIR11801-7/2021_HA|EPI2141540	2021-12-27	South-Western
HA|A/turkey/Italy/21VIR11691/2021_HA|EPI2141496	2021-12-23	South-Western
HA|A/broiler/Italy/21VIR11583-1/2021_HA|EPI2141435	2021-12-22	South-Western
HA|A/turkey/Italy/21VIR11504/2021_HA|EPI2141400	2021-12-21	South-Western
HA|A/chicken/Italy/21VIR11572/2021_HA|EPI2141417	2021-12-21	South-Western
HA|A/stork/Lithuania/4371PG1_22VIR7255-3/2022|EPI2179890	2022-04-19	North-Eastern
HA|A/chicken/Italy/22VIR1694-5/2022_HA|EPI2141787	2022-02-18	South-Western
HA|A/pheasant/Italy/22VIR1953-1/2022_HA|EPI2141796	2022-02-22	South-Western
HA|A/goose/Italy/22VIR1520/2022_HA|EPI2141770	2022-02-14	South-Western
HA|A/laying_hen/Italy/22VIR1521-2/2022_HA|EPI2141779	2022-02-14	South-Western
HA|A/swan/Italy/22VIR1560/2022_HA|EPI2141735	2022-01-27	South-Western
HA|A/herring_gull/Italy/22VIR1710-3/2022_HA|EPI2141743	2022-02-01	South-Western
HA|A/buzzard/Italy/22VIR767-1/2022_HA|EPI2141717	2022-01-24	South-Western
HA|A/laying_hen/Italy/22VIR204-1/2022_HA|EPI2141682	2022-01-10	South-Western
HA|A/broiler/Italy/22VIR278-3/2022_HA|EPI2141690	2022-01-11	South-Western
HA|A/turkey/Italy/22VIR171-2/2022_HA|EPI2141646	2022-01-05	South-Western
HA|A/guinea_fowl/Italy/22VIR205-4/2022_HA|EPI2141655	2022-01-05	South-Western
HA|A/broiler/Italy/21VIR11886-1/2021_HA|EPI2141602	2021-12-29	South-Western
HA|A/heron/Italy/22VIR1562/2022_HA|EPI2141611	2022-01-02	South-Western
HA|A/turkey/Italy/IZSLT_22VIR366-3/2022_HA|EPI2141638	2022-01-04	South-Western
HA|A/Eurasian_Spoonbill/Netherlands/2/2022_HA_H5N1_HPAI|EPI2114066	2022-07-11	North-Central
HA|A/broiler/Italy/22VIR1892-3/2022_HA|EPI2141832	2022-02-23	South-Western
HA|A/chicken/Italy/IZSLT22VIR2562-1/2022_HA|EPI2141840	2022-03-15	South-Western
HA|A/domestic_duck/England/152473/2022|EPI2231263	2022-11-15	North-Central
HA|A/Mallard/Netherlands/22/2022_HA_H5N1_HPAI|EPI2198078	2022-10-13	North-Central
HA|A/Mallard/Netherlands/19/2022_HA_H5N1_HPAI|EPI2198056	2022-10-12	North-Central
HA|A/barnacle_goose/Sweden/SVA230104SZ0286/FB000038/M-2023|EPI2308479	2023-01-03	North-Eastern
HA|2022-wk49-05_HA_H5|EPI2238851	2022-11-21	North-Central
HA|2022-wk47-02_HA_H5|EPI2222976	2022-10-31	North-Central
HA|A/Anser_anser_domesticus/Belgium/10918_0002/2022|EPI2218141	2022-09-16	North-Central
HA|A/Anas_platyrhynchos_domesticus/Belgium/11599_0005/2022|EPI2218151	2022-10-04	North-Central
HA|A/European_herring_gull/Sweden/SVA230109SZ0168/FB000042/O-2022|EPI2309077	2022-12-27	North-Eastern
HA|A/laying_hen/Spain/3232-37_22VIR10586-4/2022_HA|EPI2220653	2022-09-19	South-Western
HA|A/Northern_gannet/Spain/3372-12_22VIR10586-6/2022_HA|EPI2220669	2022-09-15	South-Western
HA|A/White_stork/Spain/3438-3_22VIR10586-7/2022_HA|EPI2220677	2022-08-25	South-Western
HA|A/Mink/Spain/3691-8_22VIR10586-10/2022_HA|EPI2220597	2022-10-18	South-Western
HA|A/Mink/Spain/3691-3_22VIR10586-9/2022_HA|EPI2220621	2022-10-18	South-Western
HA|A/Mink/Spain/3691-2_22VIR10586-8/2022_HA|EPI2220613	2022-10-18	South-Western
HA|A/mixed_domestic_Phasianidae/Belgium/12102_0001/2022|EPI2218159	2022-10-24	North-Central
HA|A/Gallus_gallus/Belgium/12311_0001/2022|EPI2218167	2022-10-24	North-Central
HA|A/fox/Finland/2844_21VIR9619-1/2021_HA|EPI2197216	2021-09-01	North-Eastern
HA|A/lynx/Finland/Vi209-22_22VIR3127-2/2022_HA|EPI2197224	2022-02-01	North-Eastern
HA|A/otter/Finland/2860_21VIR9619-5/2021_HA|EPI2197232	2021-09-01	North-Eastern
HA|A/pheasant/Finland/12309_21RS3535-4/2021_HA|EPI2197184	2021-09-01	North-Eastern
HA|A/pheasant/Finland/12428_21RS3535-5/2021_HA|EPI2197192	2021-09-01	North-Eastern
HA|A/pheasant/Finland/13088_21RS3535-6/2021_HA|EPI2197200	2021-10-01	North-Eastern
HA|A/pheasant/Finland/12237_21RS3535-3/2021_HA|EPI2197176	2021-09-01	North-Eastern
HA|A/Common_Tern/Netherlands/24/2022_HA_H5N1_HPAI|EPI2128878	2022-07-29	North-Central
HA|A/Common_Tern/Netherlands/25/2022_HA_H5N1_HPAI|EPI2128886	2022-07-30	North-Central
HA|A/Common_Tern/Netherlands/21/2022_HA_H5N1_HPAI|EPI2128854	2022-07-29	North-Central
