Sequence ID	Sequence name	Collection date	Region	Database
EPI2258991	HA|HA_A/chicken/Washington/22-014739-001-original/2022(H5N1)|EPI2258991	2022-05-11	Central	GISAID
EPI2259055	HA|HA_A/Rhode_Island_Red_chicken/Wyoming/22-014920-001-original/2022(H5N1)|EPI2259055	2022-05-06	Central	GISAID
EPI2258967	HA|HA_A/chicken/Idaho/22-014701-002-original/2022(H5N1)|EPI2258967	2022-05-10	Central	GISAID
EPI2259063	HA|HA_A/guinea_fowl/Minnesota/22-014734-003-original/2022(H5N1)|EPI2259063	2022-05-10	Central	GISAID
EPI2259159	HA|HA_A/chicken/Idaho/22-015073-001-original/2022(H5N1)|EPI2259159	2022-05-13	Central	GISAID
EPI2259167	HA|HA_A/chicken/North_Dakota/22-015199-001-original/2022(H5N1)|EPI2259167	2022-05-15	Central	GISAID
EPI2259119	HA|HA_A/fox/New_York/22-015064-001-original/2022(H5N1)|EPI2259119	2022-04-27	Central	GISAID
EPI2259111	HA|HA_A/fox/New_York/22-015063-001-original/2022(H5N1)|EPI2259111	2022-04-15	Central	GISAID
EPI2259103	HA|HA_A/chicken/Pennsylvania/22-015036-002-original/2022(H5N1)|EPI2259103	2022-05-13	Central	GISAID
EPI2259095	HA|HA_A/chicken/Pennsylvania/22-015036-001-original/2022(H5N1)|EPI2259095	2022-05-13	Central	GISAID
EPI2259071	HA|HA_A/chicken/Idaho/22-014942-001-original/2022(H5N1)|EPI2259071	2022-05-11	Central	GISAID
EPI2259079	HA|HA_A/goose/Idaho/22-014944-001-original/2022(H5N1)|EPI2259079	2022-05-11	Central	GISAID
EPI2259239	HA|HA_A/goose/Utah/22-015245-002-original/2022(H5N1)|EPI2259239	2022-05-13	Central	GISAID
EPI2259223	HA|HA_A/chicken/Illinois/22-015233-006-original/2022(H5N1)|EPI2259223	2022-05-14	Central	GISAID
EPI2259175	HA|HA_A/chicken/North_Dakota/22-015199-002-original/2022(H5N1)|EPI2259175	2022-05-15	Central	GISAID
EPI2259287	HA|HA_A/duck/Idaho/22-015275-002-original/2022(H5N1)|EPI2259287	2022-05-16	Central	GISAID
EPI2259263	HA|HA_A/chicken/Idaho/22-015271-002-original/2022(H5N1)|EPI2259263	2022-05-16	Central	GISAID
EPI2259247	HA|HA_A/duck/New_Jersey/22-015259-001-original/2022(H5N1)|EPI2259247	2022-05-16	Central	GISAID
EPI2259511	HA|HA_A/chicken/Wyoming/22-015810-002-original/2022(H5N1)|EPI2259511	2022-05-17	Central	GISAID
EPI2259487	HA|HA_A/chicken/Minnesota/22-015759-002-original/2022(H5N1)|EPI2259487	2022-05-18	Central	GISAID
EPI2259463	HA|HA_A/chicken/South_Dakota/22-015737-001-original/2022(H5N1)|EPI2259463	2022-05-18	Central	GISAID
EPI2259455	HA|HA_A/chicken/Idaho/22-015657-002-original/2022(H5N1)|EPI2259455	2022-05-17	Central	GISAID
EPI2259567	HA|HA_A/duck/Washington/22-016021-002-original/2022(H5N1)|EPI2259567	2022-05-22	Central	GISAID
EPI2259535	HA|HA_A/chicken/Wisconsin/22-015940-001-original/2022(H5N1)|EPI2259535	2022-05-19	Central	GISAID
EPI2259527	HA|HA_A/turkey/Minnesota/22-015885-002-original/2022(H5N1)|EPI2259527	2022-05-19	Central	GISAID
EPI2259383	HA|HA_A/chicken/Idaho/22-015410-001-original/2022(H5N1)|EPI2259383	2022-05-16	Central	GISAID
EPI2259375	HA|HA_A/chicken/Idaho/22-015409-001-original/2022(H5N1)|EPI2259375	2022-05-16	Central	GISAID
EPI2259359	HA|HA_A/chicken/Idaho/22-015407-001-original/2022(H5N1)|EPI2259359	2022-05-16	Central	GISAID
EPI2259351	HA|HA_A/turkey/Minnesota/22-015400-002-original/2022(H5N1)|EPI2259351	2022-05-17	Central	GISAID
EPI2259439	HA|HA_A/chicken/Idaho/22-015656-001-original/2022(H5N1)|EPI2259439	2022-05-17	Central	GISAID
EPI2259431	HA|HA_A/chicken/Idaho/22-015655-001-original/2022(H5N1)|EPI2259431	2022-05-17	Central	GISAID
EPI2259423	HA|HA_A/chicken/Idaho/22-015654-001-original/2022(H5N1)|EPI2259423	2022-05-17	Central	GISAID
EPI2259415	HA|HA_A/duck/Colorado/22-015599-001-original/2022(H5N1)|EPI2259415	2022-05-13	Central	GISAID
EPI2259335	HA|HA_A/chicken/Minnesota/22-015398-002-original/2022(H5N1)|EPI2259335	2022-05-13	Central	GISAID
EPI2259319	HA|HA_A/fox/Iowa/22-015357-002-original/2022(H5N1)|EPI2259319	2022-05-11	Central	GISAID
EPI2259327	HA|HA_A/chicken/Minnesota/22-015398-001-original/2022(H5N1)|EPI2259327	2022-05-13	Central	GISAID
EPI2507027	HA|A/blue-winged_teal/Texas/UGAI22-2961/2022|EPI2507027	2022-09-01	South	GISAID
EPI2507018	HA|A/blue-winged_teal/Texas/UGAI22-3190/2022|EPI2507018	2022-10-01	South	GISAID
EPI2507066	HA|A/blue-winged_teal/Minnesota/AV22-680/2022|EPI2507066	2022-09-01	Central	GISAID
EPI2506956	HA|A/blue-winged_teal/Minnesota/AV22-675/2022|EPI2506956	2022-09-01	Central	GISAID
EPI2506980	HA|A/black_vulture/Georgia/W22-972A/2022|EPI2506980	2022-10-01	South	GISAID
EPI2506996	HA|A/blue-winged_teal/Texas/UGAI22-3226/2022|EPI2506996	2022-10-01	South	GISAID
EPI2473428	HA|HA_A/red_fox/Minnesota/22-014661-002-original/2022(H5N1)|EPI2473428	2022-05-09	Central	GISAID
EPI2473522	HA|HA_A/fox/Utah/22-016402-001-original/2022(H5N1)|EPI2473522	2022-05-24	Central	GISAID
EPI2473508	HA|HA_A/red_fox/Alaska/22-016300-001-original/2022(H5N1)|EPI2473508	2022-05-10	North	GISAID
EPI2473494	HA|HA_A/fox/New_York/22-015066-001-original/2022(H5N1)|EPI2473494	2022-04-15	Central	GISAID
EPI2473648	HA|HA_A/red_fox/Michigan/22-018712-005-original/2022(H5N1)|EPI2473648	2022-05-27	Central	GISAID
EPI2473634	HA|HA_A/red_fox/Michigan/22-017507-008-original/2022(H5N1)|EPI2473634	2022-05-10	Central	GISAID
EPI2473620	HA|HA_A/red_fox/Michigan/22-017507-007-original/2022(H5N1)|EPI2473620	2022-05-05	Central	GISAID
EPI2473578	HA|HA_A/red_fox/North_Dakota/22-017061-002-original/2022(H5N1)|EPI2473578	2022-05-23	Central	GISAID
EPI2473550	HA|HA_A/red_fox/Minnesota/22-017056-001-original/2022(H5N1)|EPI2473550	2022-01-01	Central	GISAID
EPI2473760	HA|HA_A/red_fox/Michigan/22-021733-005-original/2022(H5N1)|EPI2473760	2022-07-06	Central	GISAID
EPI2473706	HA|HA_A/fisher/Wisconsin/22-019946-001-original/2022(H5N1)|EPI2473706	2022-04-14	Central	GISAID
EPI2473676	HA|HA_A/red_fox/Alaska/22-019272-001-original/2022(H5N1)|EPI2473676	2022-06-15	North	GISAID
EPI2473784	HA|HA_A/skunk/Idaho/22-023547-001-original/2022(H5N1)|EPI2473784	2022-07-22	Central	GISAID
EPI2473776	HA|HA_A/raccoon/Michigan/22-021733-010-original/2022(H5N1)|EPI2473776	2022-07-06	Central	GISAID
EPI2506892	HA|A/blue-winged_teal/Texas/UGAI22-2966/2022|EPI2506892	2022-09-01	South	GISAID
EPI2506916	HA|A/blue-winged_teal/Texas/UGAI22-3268/2022|EPI2506916	2022-10-01	South	GISAID
EPI2506932	HA|A/blue-winged_teal/Texas/UGAI22-3250/2022|EPI2506932	2022-10-01	South	GISAID
EPI2506860	HA|A/black_vulture/Georgia/W22-969B/2022|EPI2506860	2022-10-01	South	GISAID
EPI2506876	HA|A/blue-winged_teal/Minnesota/AV22-690/2022|EPI2506876	2022-09-01	Central	GISAID
EPI2179348	HA|Seq4_A/turkey/Minnesota/22-010772-004-original/2022(H5N1)|EPI2179348	2022-04-07	Central	GISAID
EPI2179364	HA|Seq4_A/goose/Michigan/22-010845-001-original/2022(H5N1)|EPI2179364	2022-04-07	Central	GISAID
EPI2179316	HA|Seq4_A/turkey/Minnesota/22-010770-002-original/2022(H5N1)|EPI2179316	2022-04-07	Central	GISAID
EPI2179228	HA|Seq4_A/Pekin_duck/Indiana/22-010611-001-original/2022(H5N1)|EPI2179228	2022-04-07	Central	GISAID
EPI2179244	HA|Seq4_A/turkey/South_Dakota/22-010639-001-original/2022(H5N1)|EPI2179244	2022-04-05	Central	GISAID
EPI2179300	HA|Seq4_A/chicken/Colorado/22-010668-001-original/2022(H5N1)|EPI2179300	2022-04-07	Central	GISAID
EPI2179260	HA|Seq4_A/turkey/Minnesota/22-010652-001-original/2022(H5N1)|EPI2179260	2022-04-06	Central	GISAID
EPI2179676	HA|Seq4_A/turkey/Minnesota/22-010992-001-original/2022(H5N1)|EPI2179676	2022-04-09	Central	GISAID
EPI2179740	HA|Seq4_A/chicken/North_Dakota/22-011109-001-original/2022(H5N1)|EPI2179740	2022-04-11	Central	GISAID
EPI2179748	HA|Seq4_A/turkey/Kansas/22-011119-004-original/2022(H5N1)|EPI2179748	2022-04-09	Central	GISAID
EPI2179756	HA|Seq4_A/chicken/Michigan/22-011121-001-original/2022(H5N1)|EPI2179756	2022-04-11	Central	GISAID
EPI2179764	HA|Seq4_A/domestic_duck/Michigan/22-011121-002-original/2022(H5N1)|EPI2179764	2022-04-11	Central	GISAID
EPI2179708	HA|Seq4_A/chicken/Minnesota/22-010994-002-original/2022(H5N1)|EPI2179708	2022-04-10	Central	GISAID
EPI2179732	HA|Seq4_A/pheasant/South_Dakota/22-011098-001-original/2022(H5N1)|EPI2179732	2022-04-12	Central	GISAID
EPI2179804	HA|Seq4_A/turkey/Minnesota/22-011141-001-original/2022(H5N1)|EPI2179804	2022-04-11	Central	GISAID
EPI2179868	HA|Seq4_A/chicken/Wisconsin/22-011334-003-original/2022(H5N1)|EPI2179868	2022-04-13	Central	GISAID
EPI2179836	HA|Seq4_A/chicken/Wisconsin/22-011213-001-original/2022(H5N1)|EPI2179836	2022-04-11	Central	GISAID
EPI2179548	HA|Seq4_A/Amazon_parrot/Michigan/22-010848-001-original/2022(H5N1)|EPI2179548	2022-04-04	Central	GISAID
EPI2179556	HA|Seq4_A/Catalina_macaw/Michigan/22-010848-002-original/2022(H5N1)|EPI2179556	2022-04-04	Central	GISAID
EPI2179564	HA|Seq4_A/chicken/Nebraska/22-010905-001-original/2022(H5N1)|EPI2179564	2022-04-11	Central	GISAID
EPI2179636	HA|Seq4_A/turkey/Wisconsin/22-010935-002-original/2022(H5N1)|EPI2179636	2022-04-10	Central	GISAID
EPI2179580	HA|Seq4_A/chicken/Minnesota/22-010928-001-original/2022(H5N1)|EPI2179580	2022-04-11	Central	GISAID
EPI2179596	HA|Seq4_A/guinea_fowl/Minnesota/22-010928-003-original/2022(H5N1)|EPI2179596	2022-04-11	Central	GISAID
EPI2420127	HA|HA_A/snow_goose/South_Dakota/22-038501-002-original/2022|EPI2420127	2022-11-20	Central	GISAID
EPI2420119	HA|HA_A/snow_goose/South_Dakota/22-038501-001-original/2022|EPI2420119	2022-11-20	Central	GISAID
EPI2311653	HA|A/sanderling/Massachusetts/22-008951-002-original/2022_(HA)|EPI2311653	2022-03-07	Central	GISAID
EPI2311647	HA|A/bald_eagle/Massachusetts/22-006976-001-original/2022_(HA)|EPI2311647	2022-02-27	Central	GISAID
EPI2869836	HA|HA_A/turkey/Minnesota/23-031477-001-original/2023(H5N1)|EPI2869836	2023-10-16	Central	GISAID
EPI2869828	HA|HA_A/Muscovy_duck/Washington/23-031346-002-original/2023(H5N1)|EPI2869828	2023-10-16	Central	GISAID
EPI2869844	HA|HA_A/turkey/Minnesota/23-031477-002-original/2023(H5N1)|EPI2869844	2023-10-16	Central	GISAID
EPI2869804	HA|HA_A/turkey/Minnesota/23-031337-001-original/2023(H5N1)|EPI2869804	2023-10-15	Central	GISAID
EPI2869796	HA|HA_A/peregrine_falcon/Minnesota/23-031335-001-original/2023(H5N1)|EPI2869796	2023-10-12	Central	GISAID
EPI2869772	HA|HA_A/turkey/South_Dakota/23-031328-002-original/2023(H5N1)|EPI2869772	2023-10-14	Central	GISAID
EPI2869788	HA|HA_A/turkey/South_Dakota/23-031331-002-original/2023(H5N1)|EPI2869788	2023-10-13	Central	GISAID
EPI2869780	HA|HA_A/turkey/South_Dakota/23-031331-001-original/2023(H5N1)|EPI2869780	2023-10-13	Central	GISAID
EPI2651382	HA|3030619087_N90JUFJ3_v1_4|EPI2651382	2022-04-16	South	GISAID
EPI2869940	HA|HA_A/turkey/South_Dakota/23-031731-002-original/2023(H5N1)|EPI2869940	2023-10-15	Central	GISAID
EPI2869908	HA|HA_A/domestic_goose/Montana/23-031652-002-original/2023(H5N1)|EPI2869908	2023-10-16	Central	GISAID
EPI2869884	HA|HA_A/turkey/Minnesota/23-031508-002-original/2023(H5N1)|EPI2869884	2023-10-16	Central	GISAID
EPI2869900	HA|HA_A/sharp-shinned_hawk/Iowa/23-031647-001-original/2023(H5N1)|EPI2869900	2023-10-12	Central	GISAID
EPI2869868	HA|HA_A/Canada_goose/Oregon/23-031492-001-original/2023(H5N1)|EPI2869868	2023-10-11	Central	GISAID
EPI2869860	HA|HA_A/Canada_goose/Oregon/23-031491-001-original/2023(H5N1)|EPI2869860	2023-10-11	Central	GISAID
EPI2689489	HA|A/green_winged_teal/Minnesota/CEIRR-4011/2022_HA|EPI2689489	2022-09-17	Central	GISAID
EPI2689505	HA|A/mallard_duck/Tennessee/CEIRR-282/2022_HA|EPI2689505	2022-01-24	South	GISAID
EPI2689430	HA|A/black_vulture/Georgia/CEIRR-569/2022_HA|EPI2689430	2022-08-12	South	GISAID
EPI2689443	HA|A/blue_winged_teal/Louisiana/CEIRR-4050/2022_HA|EPI2689443	2022-09-22	South	GISAID
EPI2689451	HA|A/blue_winged_teal/Louisiana/CEIRR-4075/2022_HA|EPI2689451	2022-09-22	South	GISAID
EPI2689574	HA|A/mallard_duck/Tennessee/CEIRR-303/2022_HA|EPI2689574	2022-01-30	South	GISAID
EPI2689582	HA|A/mallard_duck/Tennessee/CEIRR-307/2022_HA|EPI2689582	2022-01-31	South	GISAID
EPI2689590	HA|A/mallard_duck/Tennessee/CEIRR-309/2022_HA|EPI2689590	2022-01-31	South	GISAID
EPI2870170	HA|HA_A/chicken/Iowa/23-032138-002-original/2023(H5N1)|EPI2870170	2023-10-22	Central	GISAID
EPI2870162	HA|HA_A/chicken/Iowa/23-032138-001-original/2023(H5N1)|EPI2870162	2023-10-22	Central	GISAID
EPI2870186	HA|HA_A/turkey/Iowa/23-032139-002-original/2023(H5N1)|EPI2870186	2023-10-22	Central	GISAID
EPI2870138	HA|HA_A/turkey/Iowa/23-032005-002-original/2023(H5N1)|EPI2870138	2023-10-19	Central	GISAID
EPI2870146	HA|HA_A/turkey/California/23-032623-001-original/2023(H5N1)|EPI2870146	2023-10-24	South	GISAID
EPI2870122	HA|HA_A/chicken/Oregon/23-031852-001-original/2023(H5N1)|EPI2870122	2023-10-17	Central	GISAID
EPI2870362	HA|HA_A/Muscovy_duck/Georgia/23-032683-001-original/2022(H5N1)|EPI2870362	2022-01-01	South	GISAID
EPI2870354	HA|HA_A/swan/Oklahoma/23-032455-001-original/2023(H5N1)|EPI2870354	2023-10-24	South	GISAID
EPI2870370	HA|HA_A/black_vulture/Georgia/23-032683-002-original/2022(H5N1)|EPI2870370	2022-01-01	South	GISAID
EPI2870330	HA|HA_A/turkey/Minnesota/23-032410-002-original/2023(H5N1)|EPI2870330	2023-10-23	Central	GISAID
EPI2870338	HA|HA_A/chicken/Minnesota/23-032411-001-original/2023(H5N1)|EPI2870338	2023-10-23	Central	GISAID
EPI2870298	HA|HA_A/turkey/South_Dakota/23-032360-002-original/2023(H5N1)|EPI2870298	2023-10-23	Central	GISAID
EPI2870314	HA|HA_A/turkey/South_Dakota/23-032362-002-original/2023(H5N1)|EPI2870314	2023-10-24	Central	GISAID
EPI2870306	HA|HA_A/turkey/South_Dakota/23-032362-001-original/2023(H5N1)|EPI2870306	2023-10-24	Central	GISAID
EPI2870266	HA|HA_A/chicken/Oregon/23-032327-001-original/2023(H5N1)|EPI2870266	2023-10-20	Central	GISAID
EPI2870258	HA|HA_A/guinea_fowl/Minnesota/23-032247-002-original/2023(H5N1)|EPI2870258	2023-10-20	Central	GISAID
EPI2870282	HA|HA_A/turkey/South_Dakota/23-032354-002-original/2023(H5N1)|EPI2870282	2023-10-22	Central	GISAID
EPI2870250	HA|HA_A/chicken/Minnesota/23-032247-001-original/2023(H5N1)|EPI2870250	2023-10-20	Central	GISAID
EPI2873882	HA|HA_A/turkey/Minnesota/23-034438-002-original/2023(H5N1)|EPI2873882	2023-11-07	Central	GISAID
EPI2894991	HA|HA_A/harbor_seal/Washington/23-026504-002-original/2023(H5N1)|EPI2894991	2023-08-29	Central	GISAID
EPI2894983	HA|HA_A/harbor_seal/Washington/23-026504-001-original/2023(H5N1)|EPI2894983	2023-08-29	Central	GISAID
EPI2894959	HA|HA_A/chicken/New_Jersey/23-027703-001-original/2023(H5N1)|EPI2894959	2023-09-13	Central	GISAID
EPI2894975	HA|HA_A/guinea_fowl/New_Jersey/23-027703-012-original/2023(H5N1)|EPI2894975	2023-09-13	Central	GISAID
EPI2894967	HA|HA_A/Muscovy_duck/New_Jersey/23-027703-003-original/2023(H5N1)|EPI2894967	2023-09-13	Central	GISAID
EPI2873351	HA|HA_A/guinea_fowl/Alaska/23-032967-003-original/2023(H5N1)|EPI2873351	2023-10-27	North	GISAID
EPI2873361	HA|HA_A/chicken/Alaska/23-032968-001-original/2023(H5N1)|EPI2873361	2023-10-27	North	GISAID
EPI2873319	HA|HA_A/chicken/Washington/23-032826-001-original/2023(H5N1)|EPI2873319	2023-10-24	Central	GISAID
EPI2873327	HA|HA_A/chicken/Alaska/23-032967-001-original/2023(H5N1)|EPI2873327	2023-10-27	North	GISAID
EPI2873602	HA|HA_A/chicken/Minnesota/23-033671-001-original/2023(H5N1)|EPI2873602	2023-10-31	Central	GISAID
EPI2873623	HA|HA_A/domestic_duck/Iowa/23-033840-003-original/2023(H5N1)|EPI2873623	2023-11-02	Central	GISAID
EPI2873583	HA|HA_A/mallard/Iowa/23-033661-002-original/2023(H5N1)|EPI2873583	2023-10-30	Central	GISAID
EPI2873550	HA|HA_A/turkey/South_Dakota/23-033623-001-original/2023(H5N1)|EPI2873550	2023-11-02	Central	GISAID
EPI2873515	HA|HA_A/chicken/Tennessee/23-033119-001-original/2023(H5N1)|EPI2873515	2023-10-30	South	GISAID
EPI2873503	HA|HA_A/chicken/Arkansas/23-033113-002-original/2023(H5N1)|EPI2873503	2023-10-30	South	GISAID
EPI2873527	HA|HA_A/turkey/Minnesota/23-033304-001-original/2023(H5N1)|EPI2873527	2023-10-28	Central	GISAID
EPI2873471	HA|HA_A/turkey/Minnesota/23-033106-001-original/2023(H5N1)|EPI2873471	2023-10-27	Central	GISAID
EPI2873447	HA|HA_A/turkey/South_Dakota/23-033096-001-original/2023(H5N1)|EPI2873447	2023-10-28	Central	GISAID
EPI2873439	HA|HA_A/chicken/Oklahoma/23-033090-001-original/2023(H5N1)|EPI2873439	2023-10-27	South	GISAID
EPI2873415	HA|HA_A/chicken/Alabama/23-033467-002-original/2023(H5N1)|EPI2873415	2023-11-01	South	GISAID
EPI2873429	HA|HA_A/guinea_fowl/Oklahoma/23-033516-001-original/2023(H5N1)|EPI2873429	2023-10-31	South	GISAID
EPI2873383	HA|HA_A/king_vulture/Arizona/23-033233-001-original/2023(H5N1)|EPI2873383	2023-10-24	South	GISAID
EPI2873395	HA|HA_A/turkey/Iowa/23-033286-001-original/2023(H5N1)|EPI2873395	2023-10-30	Central	GISAID
EPI2873864	HA|HA_A/turkey/South_Dakota/23-034372-002-original/2023(H5N1)|EPI2873864	2023-11-07	Central	GISAID
EPI2873849	HA|HA_A/turkey/South_Dakota/23-034372-001-original/2023(H5N1)|EPI2873849	2023-11-07	Central	GISAID
EPI2873828	HA|HA_A/turkey/South_Dakota/23-034369-001-original/2023(H5N1)|EPI2873828	2023-11-07	Central	GISAID
EPI2873795	HA|HA_A/chicken/Montana/23-034346-007-original/2023(H5N1)|EPI2873795	2023-11-07	Central	GISAID
EPI2873763	HA|HA_A/turkey/Minnesota/23-034013-001-original/2023(H5N1)|EPI2873763	2023-11-05	Central	GISAID
EPI2873732	HA|HA_A/chicken/Utah/23-034218-001-original/2023(H5N1)|EPI2873732	2023-11-06	Central	GISAID
EPI2873724	HA|HA_A/turkey/South_Dakota/23-034174-002-original/2023(H5N1)|EPI2873724	2023-11-06	Central	GISAID
EPI2873742	HA|HA_A/chicken/Montana/23-034345-002-original/2023(H5N1)|EPI2873742	2023-11-06	Central	GISAID
EPI2873700	HA|HA_A/gyrfalcon/Idaho/23-034082-001-original/2023(H5N1)|EPI2873700	2023-10-27	Central	GISAID
EPI2873670	HA|HA_A/chicken/Missouri/23-033857-002-original/2023(H5N1)|EPI2873670	2023-11-02	Central	GISAID
EPI2873689	HA|HA_A/domestic_goose/Alaska/23-034050-002-original/2023(H5N1)|EPI2873689	2023-11-03	North	GISAID
EPI2873678	HA|HA_A/chicken/Alaska/23-034050-001-original/2023(H5N1)|EPI2873678	2023-11-03	North	GISAID
EPI2873637	HA|HA_A/chicken/Iowa/23-033841-001-original/2023(H5N1)|EPI2873637	2023-11-02	Central	GISAID
EPI2613582	HA|HA_A/American_crow/New_York/23-004806-001-original/2023|EPI2613582	2023-02-08	Central	GISAID
EPI2613590	HA|HA_A/great_horned_owl/Montana/23-004958-001-original/2023|EPI2613590	2023-02-08	Central	GISAID
EPI2613566	HA|HA_A/magpie/Colorado/23-004705-001-original-/2023|EPI2613566	2023-02-07	Central	GISAID
EPI2613574	HA|HA_A/great_horned_owl/Colorado/23-004706-001-original/2023|EPI2613574	2023-02-06	Central	GISAID
EPI2613614	HA|HA_A/American_crow/New_York/23-005128-001-original/2023|EPI2613614	2023-02-13	Central	GISAID
EPI2613622	HA|HA_A/red-tailed_hawk/Wyoming/23-005384-001-original/2023|EPI2613622	2023-02-09	Central	GISAID
EPI2613598	HA|HA_A/red-tailed_hawk/Colorado/23-005080-001-original/2023|EPI2613598	2023-02-06	Central	GISAID
EPI2613606	HA|HA_A/great_horned_owl/New_York/23-005127-001-original/2023|EPI2613606	2023-02-10	Central	GISAID
EPI2613646	HA|HA_A/Cooper_s_hawk/Colorado/23-005617-001-original/2023|EPI2613646	2023-02-14	Central	GISAID
EPI2613654	HA|HA_A/red-tailed_hawk/Colorado/23-005618-001-original/2023|EPI2613654	2023-02-14	Central	GISAID
EPI2613630	HA|HA_A/sanderling/California/23-005401-001-original/2023|EPI2613630	2023-02-14	South	GISAID
EPI2613638	HA|HA_A/red-tailed_hawk/New_York/23-005536-001-original/2023|EPI2613638	2023-02-11	Central	GISAID
EPI2613678	HA|HA_A/American_crow/New_York/23-005695-001-original/2023|EPI2613678	2023-02-20	Central	GISAID
EPI2613686	HA|HA_A/Canada_goose/New_York/23-005698-001-original/2023|EPI2613686	2023-02-15	Central	GISAID
EPI2613662	HA|HA_A/great_horned_owl/Colorado/23-005619-001-original/2023|EPI2613662	2023-02-14	Central	GISAID
EPI2613550	HA|HA_A/Cooper's_hawk/New_Mexico/23-004581-001-original/2023|EPI2613550	2023-02-04	South	GISAID
EPI2613558	HA|HA_A/black_vulture/Virginia/23-004611-001-original/2023|EPI2613558	2023-02-06	Central	GISAID
EPI2613542	HA|HA_A/brown_pelican/Florida/23-004148-001-original/2023|EPI2613542	2023-02-01	South	GISAID
EPI2613838	HA|HA_A/red-tailed_hawk/Colorado/23-006671-001-original/2023|EPI2613838	2023-02-18	Central	GISAID
EPI2613846	HA|HA_A/American_crow/Oregon/23-006741-001-original/2023|EPI2613846	2023-02-21	Central	GISAID
EPI2613822	HA|HA_A/American_crow/New_York/23-006663-001-original/2023|EPI2613822	2023-02-27	Central	GISAID
EPI2613830	HA|HA_A/Canada_goose/New_York/23-006664-001-original/2023|EPI2613830	2023-02-27	Central	GISAID
EPI2613870	HA|HA_A/Canada_goose/Ohio/23-007195-005-original/2023|EPI2613870	2023-02-24	Central	GISAID
EPI2613878	HA|HA_A/Canada_goose/Ohio/23-007195-008-original/2023|EPI2613878	2023-02-24	Central	GISAID
EPI2613854	HA|HA_A/Canada_goose/Ohio/23-007195-001-original/2023|EPI2613854	2023-02-24	Central	GISAID
EPI2613902	HA|HA_A/American_crow/Iowa/23-007468-001-original/2023|EPI2613902	2023-03-02	Central	GISAID
EPI2613886	HA|HA_A/crow/Minnesota/23-007350-001-original/2023|EPI2613886	2023-03-03	Central	GISAID
EPI2613894	HA|HA_A/black_vulture/Louisiana/23-007375-001-original/2023|EPI2613894	2023-02-18	South	GISAID
EPI2613934	HA|HA_A/Canada_goose/Washington/23-007799-001-original/2023|EPI2613934	2023-02-27	Central	GISAID
EPI2613942	HA|HA_A/red-tailed_hawk/Utah/23-007867-003-original/2023|EPI2613942	2023-03-03	Central	GISAID
EPI2613918	HA|HA_A/bufflehead/California/23-007656-001-original/2023|EPI2613918	2023-03-01	South	GISAID
EPI2613926	HA|HA_A/American_crow/Iowa/23-007781-002-original/2023|EPI2613926	2023-03-05	Central	GISAID
EPI2613710	HA|HA_A/great_horned_owl/California/23-005879-001-original/2023|EPI2613710	2023-02-01	South	GISAID
EPI2613718	HA|HA_A/turkey_vulture/California/23-005883-001-original/2023|EPI2613718	2023-02-01	South	GISAID
EPI2613702	HA|HA_A/peregrine_falcon/New_York/23-005700-001-original/2023|EPI2613702	2023-02-13	Central	GISAID
EPI2613742	HA|HA_A/bald_eagle/Maryland/23-005987-001-original/2023|EPI2613742	2023-02-21	Central	GISAID
EPI2613726	HA|HA_A/great_horned_owl/Colorado/23-005885-001-original/2023|EPI2613726	2023-02-17	Central	GISAID
EPI2613734	HA|HA_A/Cooper_s_hawk/Colorado/23-005887-001-original/2023|EPI2613734	2023-02-18	Central	GISAID
EPI2613774	HA|HA_A/bald_eagle/South_Carolina/23-006091-001-original/2023|EPI2613774	2023-02-19	South	GISAID
EPI2613782	HA|HA_A/Canada_goose/New_York/23-006363-001-original/2023|EPI2613782	2023-02-22	Central	GISAID
EPI2613758	HA|HA_A/Canada_goose/Pennsylvania/23-006011-002-original/2023|EPI2613758	2023-02-15	Central	GISAID
EPI2613766	HA|HA_A/Canada_goose/Pennsylvania/23-006011-003-original/2023|EPI2613766	2023-02-15	Central	GISAID
EPI2613806	HA|HA_A/red-tailed_hawk/California/23-006644-003-original/2023|EPI2613806	2023-02-14	South	GISAID
EPI2613814	HA|HA_A/great_horned_owl/California/23-006649-001-original/2023|EPI2613814	2023-02-23	South	GISAID
EPI2613790	HA|HA_A/sanderling/California/23-006644-001-original/2023|EPI2613790	2023-02-14	South	GISAID
EPI2613798	HA|HA_A/red-tailed_hawk/California/23-006644-002-original/2023|EPI2613798	2023-02-14	South	GISAID
EPI2614094	HA|HA_A/red-tailed_hawk/Pennsylvania/23-009486-001-original/2023|EPI2614094	2023-02-28	Central	GISAID
EPI2614086	HA|HA_A/red-tailed_hawk/Kansas/23-009211-001-original/2023|EPI2614086	2023-03-15	Central	GISAID
EPI2614126	HA|HA_A/red-tailed_hawk/Connecticut/23-009886-001-original/2023|EPI2614126	2023-03-23	Central	GISAID
EPI2614134	HA|HA_A/red-tailed_hawk/Minnesota/23-010018-001-original/2023|EPI2614134	2023-03-26	Central	GISAID
EPI2614110	HA|HA_A/red-tailed_hawk/Pennsylvania/23-009488-001-original/2023|EPI2614110	2023-03-03	Central	GISAID
EPI2614118	HA|HA_A/red-tailed_hawk/Connecticut/23-009880-001-original/2023|EPI2614118	2023-03-23	Central	GISAID
EPI2614158	HA|HA_A/American_crow/Iowa/23-010832-001-original/2023|EPI2614158	2023-04-04	Central	GISAID
