Sequence ID	Sequence name	Collection date	Region	Database
EPI2082861	HA|2022-wk26-06_HA_H5|EPI2082861	2022-06-16	North-Central	GISAID
EPI2082845	HA|2022-wk26-04_HA_H5|EPI2082845	2022-06-13	North-Central	GISAID
EPI2082837	HA|2022-wk26-03_HA_H5|EPI2082837	2022-06-13	North-Central	GISAID
EPI2082829	HA|2022-wk26-02_HA_H5|EPI2082829	2022-06-08	North-Central	GISAID
EPI1927676	HA|A/mute_swan/Croatia/100/2021|EPI1927676	2021-11-12	North-Central	GISAID
EPI1966001	HA|A/Gallus_gallus/Belgium/17100_0001/2021|EPI1966001	2021-12-27	North-Central	GISAID
EPI1923192	HA|A/turkey/Italy/21VIR8585-1/2021|EPI1923192	2021-10-18	South-Western	GISAID
EPI1950887	HA|A/mute_swan/Romania/16790_21VIR11355/2021|EPI1950887	2021-11-26	North-Central	GISAID
EPI1998330	HA|A/chicken/Spain/587-1_22VIR2142-33/2022_HA|EPI1998330	2022-02-14	South-Western	GISAID
EPI1998322	HA|A/turkey/Spain/586-4_22VIR2142-32/2022_HA|EPI1998322	2022-02-14	South-Western	GISAID
EPI1998314	HA|A/chicken/Spain/564-11_22VIR2142-31/2022_HA|EPI1998314	2022-02-11	South-Western	GISAID
EPI1998362	HA|A/turkey/Spain/646-7_22VIR2142-37/2022_HA|EPI1998362	2022-02-15	South-Western	GISAID
EPI1998298	HA|A/goose/Spain/65-3_22VIR2142-2/2022_HA|EPI1998298	2022-01-07	South-Western	GISAID
EPI1998290	HA|A/chicken/Spain/562-1_22VIR2142-29/2022_HA|EPI1998290	2022-02-11	South-Western	GISAID
EPI1998282	HA|A/turkey/Spain/540-26_22VIR2142-28/2022_HA|EPI1998282	2022-02-09	South-Western	GISAID
EPI1998274	HA|A/turkey/Spain/490-24_22VIR2142-27/2022_HA|EPI1998274	2022-02-08	South-Western	GISAID
EPI1998394	HA|A/goose/Spain/88-3_22VIR2142-4/2022_HA|EPI1998394	2022-01-10	South-Western	GISAID
EPI1998378	HA|A/gray_heron/Spain/88-2_22VIR2142-3/2022_HA|EPI1998378	2022-01-11	South-Western	GISAID
EPI1998370	HA|A/chicken/Spain/649-6_22VIR2142-38/2022_HA|EPI1998370	2022-02-16	South-Western	GISAID
EPI1998410	HA|A/stork/Spain/234-2_22VIR2142-7/2022_HA|EPI1998410	2022-01-17	South-Western	GISAID
EPI1998074	HA|A/whooper_swan/Ireland/032444_22VIR1325-2/2021_HA|EPI1998074	2021-11-09	North-Central	GISAID
EPI1998066	HA|A/white-tailed_eagle/Ireland/032034_22VIR1325-23/2021_HA|EPI1998066	2021-11-03	North-Central	GISAID
EPI1998058	HA|A/duck/Ireland/036105_22VIR1325-22/2021_HA|EPI1998058	2021-12-11	North-Central	GISAID
EPI1998106	HA|A/greylag_goose/Ireland/032969_22VIR1325-6/2021_HA|EPI1998106	2021-11-15	North-Central	GISAID
EPI1998098	HA|A/magpie/Ireland/032958_22VIR1325-5/2021_HA|EPI1998098	2021-11-12	North-Central	GISAID
EPI1998082	HA|A/peregrine_falcon/Ireland/032476_22VIR1325-3/2021_HA|EPI1998082	2021-11-10	North-Central	GISAID
EPI1998009	HA|A/turkey/Ireland/035425_22VIR1325-17/2021_HA|EPI1998009	2021-12-06	North-Central	GISAID
EPI1998001	HA|A/mute_swan/Ireland/033945_22VIR1325-16/2021_HA|EPI1998001	2021-11-19	North-Central	GISAID
EPI1997993	HA|A/peregrine_falcon/Ireland/000191_22VIR1325-15/2022_HA|EPI1997993	2022-01-05	North-Central	GISAID
EPI1997985	HA|A/mute_swan/Ireland/033169_22VIR1325-14/2021_HA|EPI1997985	2021-11-15	North-Central	GISAID
EPI1957757	HA|211217_14_H5N1_Seg4_HA|EPI1957757	2021-09-21	North-Eastern	GISAID
EPI1998042	HA|A/broiler/Ireland/033734_22VIR1325-20/2021_HA|EPI1998042	2021-11-22	North-Central	GISAID
EPI1998033	HA|A/mute_swan/Ireland/032363_22VIR1325-1/2021_HA|EPI1998033	2021-11-08	North-Central	GISAID
EPI1998025	HA|A/turkey/Ireland/033674_22VIR1325-19/2021_HA|EPI1998025	2021-11-19	North-Central	GISAID
EPI1998202	HA|A/turkey/Spain/140-38_22VIR2142-19/2022_HA|EPI1998202	2022-01-15	South-Western	GISAID
EPI1957781	HA|211217_17_H5N1_Seg4_HA|EPI1957781	2021-09-21	North-Eastern	GISAID
EPI1998178	HA|A/common_crane/Spain/597-2_22VIR2142-15/2022_HA|EPI1998178	2022-02-14	South-Western	GISAID
EPI1998218	HA|A/chicken/Spain/340-37_22VIR2142-20/2022_HA|EPI1998218	2022-01-31	South-Western	GISAID
EPI1998210	HA|A/swan/Spain/4087-1_22VIR2142-1/2021_HA|EPI1998210	2021-12-22	South-Western	GISAID
EPI1998138	HA|A/fox/Ireland/3866_22VIR2064-1/2022_HA|EPI1998138	2022-02-14	North-Central	GISAID
EPI1998130	HA|A/brent_goose/Ireland/033257_22VIR1325-9/2021_HA|EPI1998130	2021-11-16	North-Central	GISAID
EPI1998122	HA|A/white-fronted_goose/Ireland/033181_22VIR1325-8/2021_HA|EPI1998122	2021-11-15	North-Central	GISAID
EPI1998114	HA|A/greylag_goose/Ireland/033062_22VIR1325-7/2021_HA|EPI1998114	2021-11-15	North-Central	GISAID
EPI1998170	HA|A/stork/Spain/538-2_22VIR2142-14/2022_HA|EPI1998170	2022-02-03	South-Western	GISAID
EPI1957822	HA|211217_24_H5N1_Seg4_HA|EPI1957822	2021-09-24	North-Eastern	GISAID
EPI1998146	HA|A/goose/Ireland/3869_22VIR2064-2/2022_HA|EPI1998146	2022-02-14	North-Central	GISAID
EPI1957847	HA|211217_27_H5N1_Seg4_HA|EPI1957847	2021-10-02	North-Eastern	GISAID
EPI1957839	HA|211217_26_H5N1_Seg4_HA|EPI1957839	2021-09-24	North-Eastern	GISAID
EPI1957880	HA|211217_31_H5N1_Seg4_HA|EPI1957880	2021-09-30	North-Eastern	GISAID
EPI1957872	HA|211217_30_H5N1_Seg4_HA|EPI1957872	2021-10-10	North-Eastern	GISAID
EPI1957897	HA|211217_33_H5N1_Seg4_HA|EPI1957897	2021-10-07	North-Eastern	GISAID
EPI1957945	HA|211217_39_H5N1_Seg4_HA|EPI1957945	2021-10-15	North-Eastern	GISAID
EPI1957961	HA|211217_41_H5N1_Seg4_HA|EPI1957961	2021-10-15	North-Eastern	GISAID
EPI1957921	HA|211217_36_H5N1_Seg4_HA|EPI1957921	2021-10-11	North-Eastern	GISAID
EPI1958025	HA|211217_49_H5N1_Seg4_HA|EPI1958025	2021-10-27	North-Eastern	GISAID
EPI2021959	HA|A/pelecanus_crispus/Albania/D383-22_22VIR3125-2/2022_HA|EPI2021959	2022-03-01	North-Central	GISAID
EPI1957977	HA|211217_43_H5N1_Seg4_HA|EPI1957977	2021-10-11	North-Eastern	GISAID
EPI1957969	HA|211217_42_H5N1_Seg4_HA|EPI1957969	2021-10-15	North-Eastern	GISAID
EPI1957985	HA|211217_44_H5N1_Seg4_HA|EPI1957985	2021-10-12	North-Eastern	GISAID
EPI1945147	HA|A/Eurasian_wigeon/Germany-SH/AI05951/2021_HA5|EPI1945147	2021-10-14	North-Central	GISAID
EPI2028685	HA|A/pelican/Greece/64_KI_22VIR3126-6/2022_HA|EPI2028685	2022-03-10	North-Central	GISAID
EPI2028694	HA|A/pelican/Greece/64_SP_22VIR3126-7/2022_HA|EPI2028694	2022-03-10	North-Central	GISAID
EPI2028669	HA|A/pelican/Greece/41_AL1_22VIR3126-2/2022_HA|EPI2028669	2022-02-24	North-Central	GISAID
EPI1997977	HA|A/buzzard/Ireland/000656_22VIR1325-12/2022_HA|EPI1997977	2022-01-07	North-Central	GISAID
EPI1997961	HA|A/herring_gull/Ireland/033533_22VIR1325-10/2021_HA|EPI1997961	2021-11-17	North-Central	GISAID
EPI2028653	HA|A/pelican/Greece/69_CL_22VIR3126-10/2022_HA|EPI2028653	2022-03-12	North-Central	GISAID
EPI2028661	HA|A/pelican/Greece/72_CL_22VIR3126-11/2022_HA|EPI2028661	2022-03-15	North-Central	GISAID
EPI1945123	HA|A/Eurasian_wigeon/Germany-SH/AI05955/2021_HA5|EPI1945123	2021-10-14	North-Central	GISAID
EPI1945203	HA|A/white_stork/Germany-MV/AI05979/2021_HA5|EPI1945203	2021-10-20	North-Central	GISAID
EPI1945187	HA|A/turkey/Germany-MV/AI06035/2021_HA5|EPI1945187	2021-10-20	North-Central	GISAID
EPI1945179	HA|A/white-tailed_eagle/Germany-MV/AI05975/2021_HA5|EPI1945179	2021-10-20	North-Central	GISAID
EPI1945171	HA|A/barnacle_goose/Germany-SH/AI06005/2021_HA5|EPI1945171	2021-10-19	North-Central	GISAID
EPI1958073	HA|211217_55_H5N1_Seg4_HA|EPI1958073	2021-10-27	North-Eastern	GISAID
EPI1958065	HA|211217_54_H5N1_Seg4_HA|EPI1958065	2021-10-27	North-Eastern	GISAID
EPI1958057	HA|211217_53_H5N1_Seg4_HA|EPI1958057	2021-10-22	North-Eastern	GISAID
EPI1958137	HA|211217_63_H5N1_Seg4_HA|EPI1958137	2021-11-04	North-Eastern	GISAID
EPI1958145	HA|211217_64_H5N1_Seg4_HA|EPI1958145	2021-11-04	North-Eastern	GISAID
EPI1958105	HA|211217_59_H5N1_Seg4_HA|EPI1958105	2021-10-30	North-Eastern	GISAID
EPI1958113	HA|211217_60_H5N1_Seg4_HA|EPI1958113	2021-10-30	North-Eastern	GISAID
EPI1945291	HA|A/buzzard/Germany-SH/AI06210/2021_HA5|EPI1945291	2021-10-26	North-Central	GISAID
EPI1945243	HA|A/domestic_goose/Germany-SH/AI06150/2021_HA5|EPI1945243	2021-10-22	North-Central	GISAID
EPI1945267	HA|A/greylag_goose/Germany-SH/AI06144/2021_HA5|EPI1945267	2021-10-25	North-Central	GISAID
EPI1945275	HA|A/barnacle_goose/Germany-SH/AI06145/2021_HA5|EPI1945275	2021-10-25	North-Central	GISAID
EPI1966009	HA|A/Phasianus_colchicus/Belgium/294/2022|EPI1966009	2022-01-04	North-Central	GISAID
EPI1945332	HA|A/Eurasian_wigeon/Germany-SH/AI06143/2021|EPI1945332	2021-10-22	North-Central	GISAID
EPI1945219	HA|A/Eurasian_teal/Germany-BY/AI05977/2021_HA5|EPI1945219	2021-10-21	North-Central	GISAID
EPI1945211	HA|A/herring_gull/Germany-SH/AI06141/2021_HA5|EPI1945211	2021-10-21	North-Central	GISAID
EPI1937655	HA|A/domestic_duck/Poland/H1942-N/2021|EPI1937655	2021-11-07	North-Eastern	GISAID
EPI1944198	HA|A/barnacle_goose/Germany-NI/AI01605/2021|EPI1944198	2021-02-17	North-Central	GISAID
EPI1944199	HA|A/chicken/Germany-NI/AI01599/2021|EPI1944199	2021-02-23	North-Central	GISAID
EPI2022937	HA|A/Falco_peregrinus/Belgium/4055_0002/2022|EPI2022937	2022-03-19	North-Central	GISAID
EPI2022148	HA|2022-wk16-05_HA_H5|EPI2022148	2022-04-05	North-Central	GISAID
EPI2022140	HA|2022-wk16-04_HA_H5|EPI2022140	2022-04-05	North-Central	GISAID
EPI1999321	HA|2022-wk12-03_HA_H5|EPI1999321	2022-03-04	North-Central	GISAID
EPI1998430	HA|A/mute_swan/Ireland/037311_22VIR1325-13/2021|EPI1998430	2021-12-22	North-Central	GISAID
EPI1966954	HA|A/Barnacle_goose/1/2022_HA_H5_HPAI|EPI1966954	2022-01-04	North-Central	GISAID
EPI1966970	HA|A/Oystercatcher/Netherlands/1/2022_HA_H5_HPAI|EPI1966970	2022-01-11	North-Central	GISAID
EPI1966962	HA|A/Great_black-backed_gull/1/2022_HA_H5_HPAI|EPI1966962	2022-01-06	North-Central	GISAID
EPI1967017	HA|A/Caspian_Gull/Netherlands/1/2022_HA_H5_HPAI|EPI1967017	2022-01-14	North-Central	GISAID
EPI1967009	HA|A/Grey_heron/Netherlands/1/2022_HA_H5_HPAI|EPI1967009	2022-01-14	North-Central	GISAID
EPI1967033	HA|A/Barnacle_goose/Netherlands/6/2022_HA_H5_HPAI|EPI1967033	2022-01-14	North-Central	GISAID
EPI1967025	HA|A/Black-headed_gull/Netherlands/1/2022_HA_H5_HPAI|EPI1967025	2022-01-14	North-Central	GISAID
EPI1967001	HA|A/Barnacle_goose/Netherlands/5/2022_HA_H5_HPAI|EPI1967001	2022-01-14	North-Central	GISAID
EPI1949874	HA|A/pelican/France/21P013720/2021|EPI1949874	2021-12-15	South-Western	GISAID
EPI1949882	HA|A/egret/France/21P013418/2021|EPI1949882	2021-12-03	South-Western	GISAID
EPI1949898	HA|A/goose/France/21P013228/2021|EPI1949898	2021-11-25	South-Western	GISAID
EPI1949890	HA|A/chicken/France/21P013076/2021|EPI1949890	2021-11-25	South-Western	GISAID
EPI1937663	HA|A/turkey/Poland/H1944-N/2021|EPI1937663	2021-11-08	North-Eastern	GISAID
EPI1946343	HA|2021-wk50-15_HA_H5|EPI1946343	2021-11-22	North-Central	GISAID
EPI1946351	HA|2021-wk50-16_HA_H5|EPI1946351	2021-11-26	North-Central	GISAID
EPI1946375	HA|2021-wk50-20_HA_H5|EPI1946375	2021-11-25	North-Central	GISAID
EPI1946367	HA|2021-wk50-19_HA_H5|EPI1946367	2021-11-30	North-Central	GISAID
EPI1946391	HA|2021-wk50-22_HA_H5|EPI1946391	2021-11-23	North-Central	GISAID
EPI1946383	HA|2021-wk50-21_HA_H5|EPI1946383	2021-11-07	North-Central	GISAID
EPI1946295	HA|2021-wk50-09_HA_H5|EPI1946295	2021-11-24	North-Central	GISAID
EPI1946311	HA|2021-wk50-11_HA_H5|EPI1946311	2021-12-16	North-Central	GISAID
EPI1946303	HA|2021-wk50-10_HA_H5|EPI1946303	2021-12-01	North-Central	GISAID
EPI1999361	HA|H5_A/chicken/Czech_Republic/61-1/2022|EPI1999361	2021-12-31	North-Central	GISAID
EPI1999369	HA|H5_A/chicken/Czech_Republic/61-2/2022|EPI1999369	2021-12-31	North-Central	GISAID
EPI1999377	HA|H5_A/chicken/Czech_Republic/63/202|EPI1999377	2022-01-03	North-Central	GISAID
EPI2028777	HA|2022-wk18-12_HA_H5|EPI2028777	2022-04-11	North-Central	GISAID
EPI2028761	HA|2022-wk18-10_HA_H5|EPI2028761	2022-03-20	North-Central	GISAID
EPI2028769	HA|2022-wk18-11_HA_H5|EPI2028769	2022-04-17	North-Central	GISAID
EPI2028753	HA|2022-wk18-09_HA_H5|EPI2028753	2022-03-07	North-Central	GISAID
EPI1883976	HA|A/Turkey/Hungary/16603/2021_(H5N1)|EPI1883976	2021-04-13	North-Central	GISAID
EPI1937671	HA|A/mute_swan/Poland/MB490-L1/2021|EPI1937671	2021-11-08	North-Eastern	GISAID
EPI2070233	HA|2022-wk24-09_HA_H5|EPI2070233	2022-05-22	North-Central	GISAID
EPI2070225	HA|2022-wk24-08_HA_H5|EPI2070225	2022-05-15	North-Central	GISAID
EPI1928788	HA|2021-wk47-31_HA_H5|EPI1928788	2021-11-07	North-Central	GISAID
EPI1928796	HA|2021-wk47-32_HA_H5|EPI1928796	2021-11-08	North-Central	GISAID
EPI1928764	HA|2021-wk47-27_HA_H5|EPI1928764	2021-11-21	North-Central	GISAID
EPI1928772	HA|2021-wk47-29_HA_H5|EPI1928772	2021-11-19	North-Central	GISAID
EPI1882784	HA|A/barnacle_goose/Sweden/SVA210511SZ0567/FB001840/M-2021|EPI1882784	2021-05-11	North-Eastern	GISAID
EPI1983209	HA|2022-wk06-03_HA_H5|EPI1983209	2022-01-03	North-Central	GISAID
EPI1983201	HA|2022-wk06-02_HA_H5|EPI1983201	2022-01-03	North-Central	GISAID
EPI1943030	HA|23404-2K_H5|EPI1943030	2021-11-25	North-Central	GISAID
EPI1922941	HA|211022_71_H5N1_Seg4_HA|EPI1922941	2021-09-30	North-Eastern	GISAID
EPI1922965	HA|211022_74_H5N1_Seg4_HA|EPI1922965	2021-09-30	North-Eastern	GISAID
EPI1922957	HA|211022_73_H5N1_Seg4_HA|EPI1922957	2021-09-30	North-Eastern	GISAID
EPI1943054	HA|23404-4T_H5|EPI1943054	2021-11-25	North-Central	GISAID
EPI1987674	HA|A/Barnacle_Goose/Netherlands/8/2022_HA_H5N1_HPAI|EPI1987674	2022-01-28	North-Central	GISAID
EPI1988977	HA|A/Anser_anser/Belgium/1809_0002/2022|EPI1988977	2022-01-23	North-Central	GISAID
EPI1923236	HA|A/great_skua/Scotland/042505/2021|EPI1923236	2021-07-20	North-Central	GISAID
EPI1941394	HA|2021-wk48-21_HA_H5|EPI1941394	2021-11-20	North-Central	GISAID
EPI1941402	HA|2021-wk48-22_HA_H5|EPI1941402	2021-11-20	North-Central	GISAID
EPI1941378	HA|2021-wk48-19_HA_H5|EPI1941378	2021-11-12	North-Central	GISAID
EPI1941458	HA|2021-wk48-30_HA_H5|EPI1941458	2021-11-23	North-Central	GISAID
EPI1941442	HA|2021-wk48-28_HA_H5|EPI1941442	2021-11-17	North-Central	GISAID
EPI1941426	HA|2021-wk48-25_HA_H5|EPI1941426	2021-11-15	North-Central	GISAID
EPI1941410	HA|2021-wk48-23_HA_H5|EPI1941410	2021-11-14	North-Central	GISAID
EPI1941418	HA|2021-wk48-24_HA_H5|EPI1941418	2021-11-15	North-Central	GISAID
EPI2023618	HA|2022-wk16-17_HA_H5|EPI2023618	2022-04-17	North-Central	GISAID
EPI2023602	HA|2022-wk16-14_HA_H5|EPI2023602	2022-03-23	North-Central	GISAID
EPI2023594	HA|2022-wk16-13_HA_H5|EPI2023594	2022-03-21	North-Central	GISAID
EPI1994474	HA|A/European_Herring_Gull/_Sweden/SVA220105SZ0249/FB000036/K-2021|EPI1994474	2021-12-17	North-Eastern	GISAID
EPI2008085	HA|A/Graylag_goose/Netherlands/2/20222_HA_H5N1_HPAI|EPI2008085	2022-03-06	North-Central	GISAID
EPI1985880	HA|2022-wk06-08_HA_H5|EPI1985880	2022-01-27	North-Central	GISAID
EPI2008053	HA|A/Brent_goose/Netherlands/1/2022_HA_H5N1_HPAI|EPI2008053	2022-03-03	North-Central	GISAID
EPI2008061	HA|A/Barnacle_Goose/Netherlands/16/2022_HA_H5N1_HPAI|EPI2008061	2022-03-03	North-Central	GISAID
EPI2008069	HA|A/Barnacle_Goose/Netherlands/17/2022_HA_H5N1_HPAI|EPI2008069	2022-03-03	North-Central	GISAID
EPI2021894	HA|A/goose/Czech_Republic/25322-179/2021|EPI2021894	2021-12-18	North-Central	GISAID
EPI2021884	HA|A/mute_swan/Czech_Republic/2755/2022|EPI2021884	2022-01-29	North-Central	GISAID
EPI1958725	HA|A/domestic_duck/Northern_Ireland/AI36_21VIR11041-2/2021|EPI1958725	2021-12-01	North-Central	GISAID
EPI1877873	HA|A/white_stork/Poland/MB391/2021|EPI1877873	2021-04-20	North-Eastern	GISAID
EPI1958806	HA|A/Muscovy_duck/England/074477/2021|EPI1958806	2021-12-21	North-Central	GISAID
EPI2073640	HA|A/Sandwich_Tern/Netherlands/5/2022_HA_H5N1_HPAI|EPI2073640	2022-06-06	North-Central	GISAID
EPI2073648	HA|A/Black-headed_gull/Netherlands/5/2022_HA_H5N1_HPAI|EPI2073648	2022-06-03	North-Central	GISAID
EPI2073664	HA|A/Sandwich_Tern/Netherlands/1/2022_HA_H5N1_HPAI|EPI2073664	2022-06-04	North-Central	GISAID
EPI2073624	HA|A/Caspian_Gull/Netherlands/4/2022_HA_H5N1_HPAI|EPI2073624	2022-06-03	North-Central	GISAID
